PlotNo,MowFreq,MonthLabel,Taxon,cover,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting
BC07,reduced,July,Medicago lupulina,0.8,0,0,0,1,1,0
BC07,reduced,July,Medicago minima,0.001,0,0,0,1,1,0
BC07,reduced,July,Medicago sativa,7,0,0,0,1,1,0
BC07,reduced,July,Melandrium album,1,0,0,0,1,1,0
BC07,reduced,July,Oenothera,2,0,0,0,1,0,0
BC07,reduced,July,Plantago lanceolata,15,0,0,0,1,1,0
BC07,reduced,July,Potentilla argentea,1,0,0,0,1,1,0
BC07,reduced,July,Rumex acetosa,4,0,0,0,1,1,0
BC07,reduced,July,Sedum acre,2,0,0,0,0,0,0
BC07,reduced,July,Sedum album,4,0,0,0,1,0,0
BC07,reduced,July,Setaria,0.01,0,0,0,0,0,0
BC07,reduced,July,Tanacetum vulgare,13,0,0,0,1,0,0
BC07,reduced,July,Taraxacum,1,0,0,0,1,0,0
BC07,reduced,July,Tragopogon,0.2,0,0,0,0,0,0
BC07,reduced,July,Trifolium arvense,40,0,0,0,1,1,0
BC07,reduced,July,Trifolium dubium,0.2,0,0,0,0,0,0
BC07,reduced,July,Veronica chamaedrys,0.001,0,0,0,0,0,0
BC07,reduced,July,Vicia lathyroides,0.01,1,0,0,0,0,0
BC07,reduced,July,Vicia sativa,0.001,0,0,0,0,0,0
BC07,reduced,March,Achillea millefolium,0.01,0,0,0,0,0,0
BC07,reduced,March,Arabidopsis thaliana,0.001,0,0,0,0,0,0
BC07,reduced,March,Arenaria serpyllifolia,5,0,0,0,0,0,0
BC07,reduced,March,Artemisia campestris,1,0,0,0,0,0,0
BC07,reduced,March,Berteroa incana,0.5,0,0,0,0,0,0
BC07,reduced,March,Bromus mollis,0.01,0,0,0,0,0,0
BC07,reduced,March,Cardamine hirsuta,0.1,0,0,0,0,0,0
BC07,reduced,March,Cerastium semidecandrum,7,0,0,1,0,0,0
BC07,reduced,March,Crepis capillaris,0.01,0,0,0,0,0,0
BC07,reduced,March,Draba verna,2,0,0,0,1,0,0
BC07,reduced,March,Echium vulgare,0.5,0,0,0,0,0,0
BC07,reduced,March,Erigeron annuus,0.01,0,0,0,0,0,0
BC07,reduced,March,Erodium cicutarium,0.01,0,0,0,0,0,0
BC07,reduced,March,Festuca rubra,15,0,0,0,0,0,0
BC07,reduced,March,Geranium molle,0.1,0,0,0,0,0,0
BC07,reduced,March,Holosteum umbellatum,0.1,0,0,0,1,0,0
BC07,reduced,March,Hypericum perforatum,0.2,0,0,0,0,0,0
BC07,reduced,March,Hypochaeris radicata,0.2,0,0,0,0,0,0
BC07,reduced,March,Lamium purpureum,0.1,0,0,0,1,0,0
BC07,reduced,March,Medicago,15,0,0,0,0,0,0
BC07,reduced,March,Medicago sativa,1,0,0,0,0,0,0
BC07,reduced,March,Melandrium album,0.1,0,0,0,0,0,0
BC07,reduced,March,Myosotis,0.01,0,0,0,0,0,0
BC07,reduced,March,Myosotis ramosissima,0.2,0,0,0,1,0,0
BC07,reduced,March,Oenothera,1,0,0,0,0,0,0
BC07,reduced,March,Plantago lanceolata,3,0,0,0,0,0,0
BC07,reduced,March,Poa bulbosa,0.5,0,0,0,0,0,0
BC07,reduced,March,Potentilla argentea,3,0,0,0,0,0,0
BC07,reduced,March,Rumex acetosa,0.5,0,0,0,0,0,0
BC07,reduced,March,Saxifraga tridactylites,2,0,0,1,0,0,0
BC07,reduced,March,Sedum acre,0.5,0,0,0,0,0,0
BC07,reduced,March,Sedum album,5,0,0,0,0,0,0
BC07,reduced,March,Senecio vulgaris,0.01,0,0,0,0,0,0
BC07,reduced,March,Stellaria media,2,0,0,0,0,0,0
BC07,reduced,March,Tanacetum vulgare,0.3,0,0,0,0,0,0
BC07,reduced,March,Taraxacum,0.1,0,0,0,0,0,0
BC07,reduced,March,Tragopogon,0.2,0,0,0,0,0,0
BC07,reduced,March,Trifolium dubium,0.01,0,0,0,0,0,0
BC07,reduced,March,Valerianella,0.03,0,0,0,0,0,0
BC07,reduced,March,Veronica arvensis,1,1,0,0,0,0,0
BC07,reduced,March,Veronica polita,0.1,0,0,0,1,0,0
BC07,reduced,March,Vicia lathyroides,0.3,0,0,0,0,0,0
BC07,reduced,May,Arenaria serpyllifolia,3,0,0,0,0,1,0
BC07,reduced,May,Artemisia campestris,2,0,0,0,0,0,0
BC07,reduced,May,Berteroa incana,2,0,0,0,0,0,0
BC07,reduced,May,Bromus mollis,0.5,0,0,0,0,1,0
BC07,reduced,May,Bromus sterilis,0.1,0,0,0,0,0,0
BC07,reduced,May,Cerastium glutinosum,0.001,0,0,0,0,1,0
BC07,reduced,May,Cerastium semidecandrum,5,0,0,0,0,1,0
BC07,reduced,May,Echium vulgare,1,0,0,0,0,0,0
BC07,reduced,May,Erigeron annuus,0.1,0,0,0,0,0,0
BC07,reduced,May,Erodium cicutarium,0.1,0,0,0,0,1,0
BC07,reduced,May,Festuca ovina,1,0,0,0,0,0,0
BC07,reduced,May,Festuca rubra,12,0,0,0,1,1,0
BC07,reduced,May,Geranium molle,0.01,0,0,0,0,1,0
BC07,reduced,May,Herniaria glabra,0.5,0,0,0,1,0,0
BC07,reduced,May,Hypericum perforatum,0.01,0,0,0,0,0,0
BC07,reduced,May,Medicago lupulina,0.1,0,0,0,0,0,0
BC07,reduced,May,Medicago sativa,3,0,0,0,0,0,0
BC07,reduced,May,Melandrium album,0.1,0,0,0,0,0,0
BC07,reduced,May,Myosotis ramosissima,0.01,0,0,0,0,1,0
BC07,reduced,May,Oenothera,2,0,0,0,0,0,0
BC07,reduced,May,Plantago lanceolata,2,0,0,0,0,0,0
BC07,reduced,May,Potentilla argentea,2,0,0,1,0,0,0
BC07,reduced,May,Rumex,0.01,0,0,0,0,0,0
BC07,reduced,May,Rumex acetosa,0.01,0,0,0,0,0,0
BC07,reduced,May,Sedum acre,3,0,0,1,0,0,0
BC07,reduced,May,Sedum album,5,0,0,0,0,0,0
BC07,reduced,May,Tanacetum vulgare,5,0,0,0,0,0,0
BC07,reduced,May,Tragopogon,0.1,0,0,0,0,0,0
BC07,reduced,May,Trifolium arvense,20,0,0,0,0,0,0
BC07,reduced,May,Trifolium dubium,0.5,0,0,0,1,0,0
BC07,reduced,May,Valerianella,0.5,0,0,0,0,0,0
BC07,reduced,May,Veronica arvensis,0.5,0,0,0,0,1,0
BC07,reduced,May,Veronica chamaedrys,0.001,0,0,0,0,1,0
BC07,reduced,May,Vicia cracca,0.01,0,0,0,0,0,0
BC07,reduced,May,Vicia lathyroides,3,0,0,0,0,1,0
BC07,reduced,September,Achillea millefolium,0.1,0,0,0,0,0,0
BC07,reduced,September,Arenaria serpyllifolia,5,0,0,0,0,0,0
BC07,reduced,September,Artemisia campestris,5,0,0,0,1,1,0
BC07,reduced,September,Berteroa incana,7,0,0,0,1,1,0
BC07,reduced,September,Bromus mollis,0.3,0,0,0,0,1,0
BC07,reduced,September,Cerastium,2,1,0,0,0,0,0
BC07,reduced,September,Conyza canadensis,3,0,0,0,0,1,0
BC07,reduced,September,Crepis capillaris,0.5,0,0,0,1,1,0
BC07,reduced,September,Digitaria,2,0,0,0,1,1,0
BC07,reduced,September,Echium vulgare,3,0,0,0,1,1,0
BC07,reduced,September,Erodium cicutarium,0.5,0,0,0,1,1,0
BC07,reduced,September,Festuca ovina,2,0,0,0,0,0,0
BC07,reduced,September,Festuca rubra,10,0,0,0,0,0,0
BC07,reduced,September,Geranium molle,0.01,0,0,0,0,0,0
BC07,reduced,September,Hypericum perforatum,0.01,0,0,0,0,0,0
BC07,reduced,September,Lamium purpureum,1,1,0,0,0,0,0
BC07,reduced,September,Medicago lupulina,0.1,0,0,0,0,0,0
BC07,reduced,September,Medicago minima,0.5,0,0,0,1,1,0
BC07,reduced,September,Medicago sativa,8,0,0,0,1,1,0
BC07,reduced,September,Melandrium album,0.5,0,0,0,1,1,0
BC07,reduced,September,Oenothera,5,0,0,0,0,1,0
BC07,reduced,September,Plantago lanceolata,20,0,0,0,1,1,0
BC07,reduced,September,Potentilla argentea,4,0,0,0,1,1,0
BC07,reduced,September,Rumex,0.5,0,0,0,0,0,0
BC07,reduced,September,Rumex acetosa,3,0,0,0,1,1,0
BC07,reduced,September,Sedum acre,2,0,0,0,0,1,0
BC07,reduced,September,Sedum album,7,0,0,0,1,0,0
BC07,reduced,September,Senecio vulgaris,0.01,1,0,0,0,0,0
BC07,reduced,September,Setaria,1,0,0,0,1,1,0
BC07,reduced,September,Stellaria media,2,1,0,0,0,0,0
BC07,reduced,September,Tanacetum vulgare,15,0,0,0,0,0,0
BC07,reduced,September,Taraxacum,0.1,0,0,0,0,0,0
BC07,reduced,September,Tragopogon,0.01,0,0,0,0,0,0
BC07,reduced,September,Trifolium arvense,1,0,0,0,0,1,0
BC07,reduced,September,Trifolium dubium,1,1,0,0,0,0,0
BC07,reduced,September,Veronica arvensis,1,1,0,0,0,0,0
BC07,reduced,September,Vicia hirsuta,0.01,0,0,0,0,1,0
BC07,reduced,September,Vicia lathyroides,0.5,0,0,0,0,0,0
BC07,reduced,September,Vicia sativa,0.1,0,0,0,0,0,0
BC08,regular,July,Arenaria serpyllifolia,0.01,1,0,0,0,0,0
BC08,regular,July,Digitaria,0.1,0,0,0,0,0,0
BC08,regular,July,Erodium cicutarium,1,0,0,0,0,0,0
BC08,regular,July,Festuca arundinacea,3,0,0,0,0,0,0
BC08,regular,July,Lolium perenne,35,0,0,0,0,0,0
BC08,regular,July,Medicago lupulina,0.01,0,0,0,1,1,0
BC08,regular,July,Plantago lanceolata,35,0,0,0,1,1,0
BC08,regular,July,Poa annua,8,0,0,0,0,0,0
BC08,regular,July,Rumex acetosa,1,0,0,0,0,0,0
BC08,regular,July,Taraxacum,3,0,0,0,0,0,0
BC08,regular,July,Trifolium dubium,1,1,0,0,0,0,0
BC08,regular,July,Trifolium pratensis,0.2,0,0,0,0,0,0
BC08,regular,March,Arenaria serpyllifolia,0.01,0,0,0,0,0,0
BC08,regular,March,Cardamine hirsuta,0.01,0,0,0,0,0,0
BC08,regular,March,Cerastium glomeratum,0.5,0,0,0,1,0,0
BC08,regular,March,Cerastium glutinosum,0.01,0,0,0,0,0,0
BC08,regular,March,Draba verna,0.1,0,0,0,1,0,0
BC08,regular,March,Erodium cicutarium,0.01,0,0,0,0,0,0
BC08,regular,March,Hypochaeris radicata,0.001,0,0,0,0,0,0
BC08,regular,March,Lolium perenne,4,0,0,0,0,0,0
BC08,regular,March,Plantago lanceolata,15,0,0,0,0,0,0
BC08,regular,March,Poa annua,50,0,0,0,1,0,0
BC08,regular,March,Rumex acetosa,0.2,0,0,0,0,0,0
BC08,regular,March,Stellaria media,0.01,0,0,0,1,0,0
BC08,regular,March,Thlaspi perfoliatum,0.1,0,0,0,1,0,0
BC08,regular,March,Trifolium dubium,0.1,0,0,0,0,0,0
BC08,regular,March,Trifolium pratensis,0.5,0,0,0,0,0,0
BC08,regular,March,Trifolium repens,10,0,0,0,0,0,0
BC08,regular,March,Veronica arvensis,0.1,0,0,0,0,0,0
BC08,regular,March,Vicia sativa,0.01,0,0,0,0,0,0
BC08,regular,May,Arenaria serpyllifolia,0.01,0,0,0,0,1,0
BC08,regular,May,Cerastium glomeratum,0.01,0,0,0,0,1,0
BC08,regular,May,Cerastium glutinosum,0.4,0,0,0,0,1,0
BC08,regular,May,Cerastium semidecandrum,0.01,0,0,0,0,1,0
BC08,regular,May,Erodium cicutarium,0.2,0,0,0,1,1,0
BC08,regular,May,Lactuca serriola,0.2,0,0,0,0,0,0
BC08,regular,May,Lolium perenne,40,0,0,0,1,0,0
BC08,regular,May,Medicago lupulina,3,0,0,0,1,0,0
BC08,regular,May,Plantago lanceolata,30,0,0,0,1,0,0
BC08,regular,May,Poa annua,1,0,0,0,1,1,0
BC08,regular,May,Taraxacum,0.1,0,0,0,0,0,0
BC08,regular,May,Trifolium dubium,2,0,0,0,1,0,0
BC08,regular,May,Trifolium pratensis,1,0,0,0,1,0,0
BC08,regular,May,Trifolium repens,0.5,0,0,0,1,0,0
BC08,regular,May,Veronica arvensis,0.1,0,0,0,0,1,0
BC08,regular,September,Agrostis capillaris,0.01,0,0,0,0,0,0
BC08,regular,September,Arabidopsis thaliana,0.1,0,0,0,0,0,0
BC08,regular,September,Arenaria serpyllifolia,0.01,0,0,0,0,0,0
BC08,regular,September,Cerastium glutinosum,0.001,1,0,0,0,0,0
BC08,regular,September,Digitaria,0.2,0,0,0,0,1,0
BC08,regular,September,Echium vulgare,0.01,0,0,0,0,0,0
BC08,regular,September,Eragrostis minor,1e-4,0,0,0,0,1,0
BC08,regular,September,Erodium cicutarium,2,0,0,0,0,0,0
BC08,regular,September,Festuca arundinacea,0.5,0,0,0,0,0,0
BC08,regular,September,Lolium perenne,35,0,0,0,0,0,0
BC08,regular,September,Medicago lupulina,6,0,0,0,1,1,0
BC08,regular,September,Plantago lanceolata,45,0,0,0,0,1,0
BC08,regular,September,Poa annua,5,0,0,0,0,0,0
BC08,regular,September,Rumex acetosa,0.1,0,0,0,0,0,0
BC08,regular,September,Taraxacum,1,0,0,0,0,0,0
BC08,regular,September,Trifolium dubium,1,0,0,0,0,0,0
BC08,regular,September,Trifolium pratensis,0.5,0,0,0,1,1,0
BC08,regular,September,Trifolium repens,0.01,0,0,0,0,0,0
BC08,regular,September,Vicia sativa,0.01,0,0,0,0,0,0
BC09,reduced,July,Acer seedling,0.001,1,0,0,0,0,0
BC09,reduced,July,Achillea millefolium,30,0,0,0,1,0,0
BC09,reduced,July,Agrostis capillaris,13,0,0,0,1,1,0
BC09,reduced,July,Bellis perennis,2,0,0,0,1,0,0
BC09,reduced,July,Bromus mollis,0.2,0,0,0,0,1,0
BC09,reduced,July,Carex muricata,2,0,0,0,0,0,0
BC09,reduced,July,Cerastium holosteoides,2,0,0,0,1,1,0
BC09,reduced,July,Crepis capillaris,0.05,0,0,0,1,0,0
BC09,reduced,July,Dactylis glomerata,2,0,0,0,0,0,0
BC09,reduced,July,Daucus carota,1,0,0,0,1,0,0
BC09,reduced,July,Elymus repens,0.8,0,0,0,0,0,0
BC09,reduced,July,Equisetum arvense,0.01,0,0,0,0,0,0
BC09,reduced,July,Festuca arundinacea,0.2,0,0,0,0,0,0
BC09,reduced,July,Festuca rubra,15,0,0,0,0,0,0
BC09,reduced,July,Geranium molle,0.2,0,0,0,1,0,0
BC09,reduced,July,Hypochaeris radicata,0.8,0,0,0,1,0,0
BC09,reduced,July,Juglans regia tree,0.05,0,1,0,0,0,0
BC09,reduced,July,Lolium perenne,1,0,0,0,0,0,0
BC09,reduced,July,Luzula campestris,1,0,0,0,0,0,0
BC09,reduced,July,Medicago sativa,4,0,0,0,1,1,0
BC09,reduced,July,Plantago lanceolata,7,0,0,0,1,1,0
BC09,reduced,July,Poa pratensis,1,0,0,0,1,0,0
BC09,reduced,July,Rumex acetosa,10,0,0,0,1,1,0
BC09,reduced,July,Taraxacum,2,0,0,0,0,0,0
BC09,reduced,July,Trifolium dubium,0.1,0,0,0,1,1,0
BC09,reduced,July,Trifolium pratensis,16,0,0,0,1,1,0
BC09,reduced,July,Trifolium repens,15,0,0,0,1,1,0
BC09,reduced,July,Vicia sativa,0.02,0,0,0,0,0,0
BC09,reduced,March,Acer seedling,0.01,1,0,0,0,0,0
BC09,reduced,March,Achillea millefolium,5,0,0,0,0,0,0
BC09,reduced,March,Agrostis capillaris,3,0,0,0,0,0,0
BC09,reduced,March,Bellis perennis,0.2,0,0,0,0,0,0
BC09,reduced,March,Bromus sterilis,0.1,0,0,0,0,0,0
BC09,reduced,March,Carex muricata,0.01,0,0,0,0,0,0
BC09,reduced,March,Cerastium holosteoides,2,0,0,0,0,0,0
BC09,reduced,March,Dactylis glomerata,0.1,0,0,0,0,0,0
BC09,reduced,March,Daucus carota,0.5,0,0,0,0,0,0
BC09,reduced,March,Elymus repens,0.1,0,0,0,0,0,0
BC09,reduced,March,Festuca rubra,7,0,0,0,0,0,0
BC09,reduced,March,Geranium molle,0.5,0,0,0,0,0,0
BC09,reduced,March,Hypochaeris radicata,0.1,0,0,0,0,0,0
BC09,reduced,March,Luzula campestris,2,0,0,0,1,0,0
BC09,reduced,March,Plantago lanceolata,0.5,0,0,0,0,0,0
BC09,reduced,March,Poa pratensis,1,0,0,0,0,0,0
BC09,reduced,March,Rumex acetosa,0.3,0,0,0,0,0,0
BC09,reduced,March,Taraxacum,0.1,0,0,0,0,0,0
BC09,reduced,March,Trifolium dubium,0.001,0,0,0,0,0,0
BC09,reduced,March,Trifolium pratensis,7,0,0,0,0,0,0
BC09,reduced,March,Trifolium repens,0.1,0,0,0,0,0,0
BC09,reduced,March,Vicia sativa,0.01,0,0,0,0,0,0
BC09,reduced,May,Acer seedling,0.3,0,0,0,0,0,0
BC09,reduced,May,Achillea millefolium,5,0,0,0,0,0,0
BC09,reduced,May,Agrostis capillaris,15,0,0,0,1,0,0
BC09,reduced,May,Bellis perennis,0.5,0,0,0,1,0,0
BC09,reduced,May,Bromus mollis,0.01,0,0,0,0,0,0
BC09,reduced,May,Bromus sterilis,0.2,0,0,0,1,0,0
BC09,reduced,May,Carex muricata,2,0,0,0,0,0,0
BC09,reduced,May,Cerastium holosteoides,4,0,0,0,1,0,0
BC09,reduced,May,Dactylis glomerata,1,0,0,0,0,0,0
BC09,reduced,May,Daucus carota,0.01,0,0,0,0,0,0
BC09,reduced,May,Elymus repens,0.5,0,0,0,0,0,0
BC09,reduced,May,Equisetum arvense,0.2,0,0,0,0,0,0
BC09,reduced,May,Festuca rubra,10,0,0,0,1,0,0
BC09,reduced,May,Geranium molle,0.1,0,0,0,1,0,0
BC09,reduced,May,Holcus,0.1,0,0,0,0,0,0
BC09,reduced,May,Hypochaeris radicata,2,0,0,0,0,0,0
BC09,reduced,May,Lolium perenne,0.5,0,0,0,0,0,0
BC09,reduced,May,Luzula campestris,1,0,0,0,1,0,0
BC09,reduced,May,Medicago sativa,2,0,0,0,1,0,0
BC09,reduced,May,Plantago lanceolata,5,0,0,0,0,0,0
BC09,reduced,May,Poa pratensis,0.3,0,0,0,0,0,0
BC09,reduced,May,Rumex acetosa,8,0,0,0,0,0,0
BC09,reduced,May,Taraxacum,0.01,0,0,0,0,1,0
BC09,reduced,May,Trifolium dubium,0.1,0,0,0,0,0,0
BC09,reduced,May,Trifolium pratensis,15,0,0,0,0,0,0
BC09,reduced,May,Trifolium repens,10,0,0,0,1,0,0
BC09,reduced,May,Vicia sativa,2,0,0,0,1,1,0
BC09,reduced,September,Acer seedling,0.01,0,0,0,0,0,0
BC09,reduced,September,Achillea millefolium,30,0,0,0,1,1,0
BC09,reduced,September,Agrostis capillaris,10,0,0,0,0,1,0
BC09,reduced,September,Bellis perennis,2,0,0,0,0,0,0
BC09,reduced,September,Bromus mollis,0.01,1,0,0,0,0,0
BC09,reduced,September,Carex muricata,2,0,0,0,0,1,0
BC09,reduced,September,Cerastium,0.01,1,0,0,0,0,0
BC09,reduced,September,Cerastium holosteoides,1,0,0,0,1,1,0
BC09,reduced,September,Crepis capillaris,0.1,0,0,0,1,1,0
BC09,reduced,September,Dactylis glomerata,0.5,0,0,0,0,0,0
BC09,reduced,September,Daucus carota,0.1,0,0,0,0,1,0
BC09,reduced,September,Elymus repens,0.5,0,0,0,0,1,0
BC09,reduced,September,Equisetum arvense,0.1,0,0,0,0,0,0
BC09,reduced,September,Festuca arundinacea,1,0,0,0,0,0,0
BC09,reduced,September,Festuca rubra,20,0,0,0,0,1,0
BC09,reduced,September,Geranium molle,1,0,0,0,0,0,0
BC09,reduced,September,Hypochaeris radicata,0.1,0,0,0,0,1,0
BC09,reduced,September,Juglans regia tree,0.1,0,0,0,0,0,0
BC09,reduced,September,Lolium perenne,1,0,0,0,1,1,0
BC09,reduced,September,Luzula campestris,1,0,0,0,0,0,0
BC09,reduced,September,Medicago sativa,3,0,0,0,1,1,0
BC09,reduced,September,Plantago lanceolata,7,0,0,0,0,1,0
BC09,reduced,September,Poa pratensis,2,0,0,0,0,0,0
BC09,reduced,September,Rumex acetosa,4,0,0,0,0,1,0
BC09,reduced,September,Taraxacum,4,0,0,0,0,0,0
BC09,reduced,September,Trifolium dubium,0.01,0,0,0,0,0,0
BC09,reduced,September,Trifolium pratensis,16,0,0,0,1,1,0
BC09,reduced,September,Trifolium repens,4,0,0,0,0,0,0
BC09,reduced,September,Veronica arvensis,0.001,1,0,0,0,0,0
BC09,reduced,September,Vicia hirsuta,0.1,0,0,0,0,0,0
BC09,reduced,September,Vicia sativa,1,0,0,0,0,0,0
BC10,reduced_sown,July,Achillea millefolium,20,0,0,0,1,0,0
BC10,reduced_sown,July,Agrostis capillaris,0.5,0,0,0,1,1,0
BC10,reduced_sown,July,Arctium tomentosum,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Arenaria serpyllifolia,0.01,1,0,0,0,0,0
BC10,reduced_sown,July,Artemisia absinthium,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Artemisia campestris,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Artemisia vulgaris,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Berteroa incana,4,0,0,0,1,1,0
BC10,reduced_sown,July,Bromus sterilis,0.1,1,0,0,0,0,0
BC10,reduced_sown,July,Calamagrostis,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Carduus nutans,1,0,0,0,1,0,0
BC10,reduced_sown,July,Carex,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Carex caryophyllea,0.1,0,0,0,0,1,0
BC10,reduced_sown,July,Centaurea jacea,10,0,0,0,1,0,0
BC10,reduced_sown,July,Centaurea stoebe,0.5,0,0,0,0,0,0
BC10,reduced_sown,July,Chenopodium album,0.001,1,0,0,0,0,0
BC10,reduced_sown,July,Crepis biennis,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Dactylis glomerata,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Daucus carota,0.5,0,0,0,0,0,0
BC10,reduced_sown,July,Echium vulgare,1,0,0,0,1,0,0
BC10,reduced_sown,July,Erigeron annuus,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Festuca arundinacea,1,0,0,0,0,0,0
BC10,reduced_sown,July,Festuca ovina,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Festuca rubra,2,0,0,0,0,0,0
BC10,reduced_sown,July,Helianthus tuberosus,0.5,0,0,0,0,0,0
BC10,reduced_sown,July,Hypericum perforatum,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Leucanthemum vulgare,2,0,0,0,0,0,0
BC10,reduced_sown,July,Lolium perenne,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Malva,2,0,0,0,0,0,0
BC10,reduced_sown,July,Medicago lupulina,3,0,0,0,1,1,0
BC10,reduced_sown,July,Medicago sativa,10,0,0,0,1,1,0
BC10,reduced_sown,July,Melandrium album,0.1,0,0,0,1,0,0
BC10,reduced_sown,July,Melilotus albus,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Oenothera biennis,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Plantago lanceolata,15,0,0,0,1,1,0
BC10,reduced_sown,July,Poa compressa,0.5,0,0,0,1,0,0
BC10,reduced_sown,July,Poa pratensis,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Potentilla argentea,0.3,0,0,0,1,1,0
BC10,reduced_sown,July,Potentilla verna,0.4,0,0,0,0,0,0
BC10,reduced_sown,July,Salvia pratensis,5,0,0,0,1,0,0
BC10,reduced_sown,July,Saponaria officinalis,0.02,0,0,0,0,0,0
BC10,reduced_sown,July,Securigera varia,0.8,0,0,0,0,0,0
BC10,reduced_sown,July,Sedum acre,0.5,0,0,0,0,0,0
BC10,reduced_sown,July,Silene coronaria,0.3,0,0,0,0,0,0
BC10,reduced_sown,July,Solidago canadensis,1.5,0,0,0,0,0,0
BC10,reduced_sown,July,Taraxacum,0.1,0,0,0,0,0,0
BC10,reduced_sown,July,Trifolium arvense,0.5,0,0,0,0,0,0
BC10,reduced_sown,July,Trifolium pratensis,7,0,0,0,0,0,0
BC10,reduced_sown,July,Veronica arvensis,0.001,1,0,0,0,0,0
BC10,reduced_sown,July,Vicia hirsuta,0.01,0,0,0,0,0,0
BC10,reduced_sown,July,Vicia sativa,0.01,0,0,0,0,0,0
BC10,reduced_sown,March,Achillea millefolium,15,0,0,0,0,0,0
BC10,reduced_sown,March,Agrostis capillaris,2,0,0,0,0,0,0
BC10,reduced_sown,March,Arctium tomentosum,0.1,0,0,0,0,0,0
BC10,reduced_sown,March,Arenaria serpyllifolia,0.01,1,0,0,0,0,0
BC10,reduced_sown,March,Artemisia campestris,0.1,0,0,0,0,0,0
BC10,reduced_sown,March,Artemisia vulgaris,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Berteroa incana,0.1,0,0,0,0,0,0
BC10,reduced_sown,March,Bromus sterilis,1,0,0,0,0,0,0
BC10,reduced_sown,March,Calamagrostis,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Cardamine hirsuta,0.5,0,0,0,1,0,0
BC10,reduced_sown,March,Carduus nutans,1,0,0,0,0,0,0
BC10,reduced_sown,March,Carex caryophyllea,0.01,0,0,0,0,0,0
BC10,reduced_sown,March,Centaurea jacea,5,0,0,0,0,0,0
BC10,reduced_sown,March,Centaurea stoebe,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Cerastium glomeratum,3,0,0,0,0,0,0
BC10,reduced_sown,March,Cerastium semidecandrum,2,0,0,0,1,0,0
BC10,reduced_sown,March,Corydalis solida,0.001,0,0,0,1,0,0
BC10,reduced_sown,March,Dactylis glomerata,0.01,0,0,0,0,0,0
BC10,reduced_sown,March,Daucus carota,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Draba verna,0.1,0,0,0,1,0,0
BC10,reduced_sown,March,Echium vulgare,0.1,0,0,0,0,0,0
BC10,reduced_sown,March,Erigeron annuus,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Festuca arundinacea,2,0,0,0,0,0,0
BC10,reduced_sown,March,Festuca rubra,1,0,0,0,0,0,0
BC10,reduced_sown,March,Fragaria,0.01,0,0,0,0,0,0
BC10,reduced_sown,March,Geranium molle,0.001,0,0,0,0,0,0
BC10,reduced_sown,March,Hypericum perforatum,0.1,0,0,0,0,0,0
BC10,reduced_sown,March,Lamium purpureum,0.01,0,0,0,1,0,0
BC10,reduced_sown,March,Leucanthemum vulgare,7,0,0,0,0,0,0
BC10,reduced_sown,March,Malva,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Medicago lupulina,0.1,0,0,0,0,0,0
BC10,reduced_sown,March,Medicago sativa,2,0,0,0,0,0,0
BC10,reduced_sown,March,Melandrium album,0.1,0,0,0,1,0,0
BC10,reduced_sown,March,Myosotis ramosissima,0.01,0,0,0,1,0,0
BC10,reduced_sown,March,Plantago lanceolata,3,0,0,0,0,0,0
BC10,reduced_sown,March,Poa compressa,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Potentilla argentea,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Potentilla verna,1,0,0,0,1,0,0
BC10,reduced_sown,March,Salvia pratensis,2,0,0,0,0,0,0
BC10,reduced_sown,March,Saponaria officinalis,0.01,0,0,0,0,0,0
BC10,reduced_sown,March,Saxifraga tridactylites,0.001,0,0,0,0,0,0
BC10,reduced_sown,March,Securigera varia,1,0,0,0,0,0,0
BC10,reduced_sown,March,Sedum acre,1,0,0,0,0,0,0
BC10,reduced_sown,March,Solidago canadensis,0.5,0,0,0,0,0,0
BC10,reduced_sown,March,Stellaria media,0.5,0,0,0,1,0,0
BC10,reduced_sown,March,Taraxacum,0.01,0,0,0,0,0,0
BC10,reduced_sown,March,Trifolium arvense,0.01,0,0,0,0,0,0
