PlotNo,Subplot,Month,Layer,Taxon,EuroMed,cover,height,Biomass,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,Vegetative,MowFreq,n_mow_events_befre_sampling,status,functional_group,lifespan_annual,lifespan_biennialOrShortLived,lifespan_perennial,raunkiaer_phanerophyte,raunkiaer_chamaephyte,raunkiaer_hemicryptophyte,raunkiaer_geophyte,raunkiaer_hydrophyte,raunkiaer_therophyte,lifeform_tree,lifeform_shrub,lifeform_semishrub,lifeform_herbPoli,lifeform_herbMono,lifeform_epiphyte,lifeform_lianaWoody,lifeform_lianaHerb,Disturbance.Severity,Disturbance.Frequency,Mowing.Frequency,Grazing.Pressure,Soil.Disturbance,Neophyte,Endangered,phen_sum,Annuals,ShortLived,Perennials,Neophytes,Endangereds
BC13,NW,March,H,Berteroa incana,Berteroa incana,0.01,1,0.01,0,0,0,0,0,0,0.01,regular,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6477,1.25863,0.75992,0.21418,0.32156,1,0,1,0.01,0.01,0,0.01,0
BC13,NW,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.01,1,0.01,0,0,0,0.01,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,0.01,0,0,0,0
BC13,NW,March,H,Daucus carota,Daucus carota,0.5,4,2,0,0,0,0,0,0,2,regular,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.57545,1.14497,0.70077,0.21269,0.32208,0,0,1,2,2,0,0,0
BC13,NW,March,H,Festuca ovina,Festuca ovina,1,4.5,4.5,0,0,0,0,0,0,4.5,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52087,0.57174,0.29247,0.27496,0.19646,0,0,1,0,0,4.5,0,0
BC13,NW,March,H,Festuca rubra,Festuca rubra,3,5,15,0,0,0,0,0,0,15,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,15,0,0
BC13,NW,March,H,Hypochaeris radicata,Hypochaeris radicata,2,1,2,0,0,0,0,0,0,2,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,2,0,0
BC13,NW,March,H,Luzula campestris,Luzula campestris,5,8,40,0,0,0,40,0,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,40,0,0
BC13,NW,March,H,Ornithopus perpusillus,Ornithopus perpusillus,0.5,2,1,0,0,0,0,0,0,1,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.43624,1.73268,0.72223,0.36167,0.39674,0,0,1,1,0,0,0,0
BC13,NW,March,H,Plantago lanceolata,Plantago lanceolata,0.5,2.0952380952380953,1.0476190476190477,0,0,0,0,0,0,1.0476190476190477,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,1,0,0,1.0476190476190477,0,0
BC13,NW,March,H,Poa pratensis,Poa pratensis,0.5,4,2,0,0,0,0,0,0,2,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,2,0,0
BC13,NW,March,H,Rumex acetosa,Rumex acetosa,1,1.5,1.5,0,0,0,0,0,0,1.5,regular,0,Warning,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51255,1.42792,1.00937,0.22916,0.30884,0,0,1,0,0,1.5,0,0
BC13,NW,March,H,Sedum acre,Sedum acre,20,1.6666666666666667,33.333333333333336,0,0,0,0,0,0,33.333333333333336,regular,0,NotEndangered,other_forb,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4561,1.29025,0.32666,0.30641,0.32553,0,0,1,0,0,33.333333333333336,0,0
BC13,NW,March,H,Trifolium dubium,Trifolium dubium,1,1,1,0,0,0,0,0,0,1,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,1,0,0,0,0
BC13,NW,March,H,Trifolium pratensis,Trifolium pratense,0.5,3.6666666666666665,1.8333333333333333,0,0,0,0,0,0,1.8333333333333333,regular,0,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,1,0,0,1.8333333333333333,0,0
BC13,NW,March,H,Trifolium repens,Trifolium repens,1,3,3,0,0,0,0,0,0,3,regular,0,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,1,0,0,3,0,0
BC13,NW,March,H,Veronica arvensis,Veronica arvensis,0.01,1,0.01,0.01,0,0,0,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,0.01,0,0,0,0
BC13,NW,March,H,Veronica sublobata,Veronica sublobata,0.01,1,0.01,0,0,0,0.01,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.78059,0.54418,0.26733,0.16232,0.54354,0,0,1,0.01,0,0,0,0
BC13,NW,March,H,Vicia lathyroides,Vicia lathyroides,7,4.333333333333333,30.333333333333332,0,0,0,30.333333333333332,0,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,30.333333333333332,0,0,0,0
BC13,SE,March,H,Agrostis capillaris,Agrostis capillaris,1,3.6666666666666665,3.6666666666666665,0,0,0,0,0,0,3.6666666666666665,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,3.6666666666666665,0,0
BC13,SE,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.1,1,0.1,0,0,0,0,0,0,0.1,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,0.1,0,0,0,0
BC13,SE,March,H,Bellis perennis,Bellis perennis,0.1,1.6666666666666667,0.16666666666666669,0,0,0,0.16666666666666669,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51276,1.51667,0.98959,0.46997,0.3594,0,0,1,0,0,0.16666666666666669,0,0
BC13,SE,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,1,0.1,0,0,0,0.1,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,0.1,0,0,0,0
BC13,SE,March,H,Festuca ovina,Festuca ovina,0.5,4.5,2.25,0,0,0,0,0,0,2.25,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52087,0.57174,0.29247,0.27496,0.19646,0,0,1,0,0,2.25,0,0
BC13,SE,March,H,Festuca rubra,Festuca rubra,2,5,10,0,0,0,0,0,0,10,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,10,0,0
BC13,SE,March,H,Hypochaeris radicata,Hypochaeris radicata,1,1,1,0,0,0,0,0,0,1,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,1,0,0
BC13,SE,March,H,Lolium perenne,Lolium perenne,0.1,6.333333333333334,0.6333333333333334,0,0,0,0,0,0,0.6333333333333334,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.56333,1.72195,1.07172,0.43309,0.38415,0,0,1,0,0,0.6333333333333334,0,0
BC13,SE,March,H,Luzula campestris,Luzula campestris,5,8,40,0,0,0,40,0,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,40,0,0
BC13,SE,March,H,Myosotis ramosissima,Myosotis ramosissima,0.01,1,0.01,0,0,0,0,0,0,0.01,regular,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.506,1.02121,0.34316,0.25824,0.34742,0,0,1,0.01,0.01,0,0,0
BC13,SE,March,H,Sedum acre,Sedum acre,0.1,1.6666666666666667,0.16666666666666669,0,0,0,0,0,0,0.16666666666666669,regular,0,NotEndangered,other_forb,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4561,1.29025,0.32666,0.30641,0.32553,0,0,1,0,0,0.16666666666666669,0,0
BC13,SE,March,H,Stellaria media,Stellaria media,0.5,2.6666666666666665,1.3333333333333333,0,0,0,1.3333333333333333,0,0,0,regular,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.70945,0.80583,0.43958,0.26577,0.51423,0,0,1,1.3333333333333333,1.3333333333333333,0,0,0
BC13,SE,March,H,Trifolium dubium,Trifolium dubium,1,1,1,0,0,0,0,0,0,1,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,1,0,0,0,0
BC13,SE,March,H,Trifolium pratensis,Trifolium pratense,2,3.6666666666666665,7.333333333333333,0,0,0,0,0,0,7.333333333333333,regular,0,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,1,0,0,7.333333333333333,0,0
BC13,SE,March,H,Trifolium repens,Trifolium repens,17,3,51,0,0,0,0,0,0,51,regular,0,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,1,0,0,51,0,0
BC13,SE,March,H,Veronica arvensis,Veronica arvensis,0.01,1,0.01,0.01,0,0,0,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,0.01,0,0,0,0
BC13,SE,March,H,Veronica sublobata,Veronica sublobata,0.01,1,0.01,0,0,0,0.01,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.78059,0.54418,0.26733,0.16232,0.54354,0,0,1,0.01,0,0,0,0
BC13,SE,March,H,Vicia lathyroides,Vicia lathyroides,2,4.333333333333333,8.666666666666666,0,0,0,8.666666666666666,0,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,8.666666666666666,0,0,0,0
BC13,NW,May,H,Achillea millefolium,Achillea millefolium (aggr.),0.2,4.333333333333333,0.8666666666666667,0,0,0,0,0,0,0.8666666666666667,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,0.8666666666666667,0,0
BC13,NW,May,H,Agrostis capillaris,Agrostis capillaris,3,9.666666666666666,29,0,0,0,29,0,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,29,0,0
BC13,NW,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.1,3,0.30000000000000004,0,0,0,0.15000000000000002,0.15000000000000002,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,2,0.30000000000000004,0,0,0,0
BC13,NW,May,H,Berteroa incana,Berteroa incana,0.1,7.5,0.75,0,0,0,0,0,0,0.75,regular,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6477,1.25863,0.75992,0.21418,0.32156,1,0,1,0.75,0.75,0,0.75,0
BC13,NW,May,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,7.666666666666667,0.7666666666666667,0,0,0,0,0.7666666666666667,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,0.7666666666666667,0,0,0,0
BC13,NW,May,H,Daucus carota,Daucus carota,0.5,16.333333333333332,8.166666666666666,0,0,0,0,0,0,8.166666666666666,regular,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.57545,1.14497,0.70077,0.21269,0.32208,0,0,1,8.166666666666666,8.166666666666666,0,0,0
BC13,NW,May,H,Festuca ovina,Festuca ovina,0.5,16.75,8.375,0,0,0,4.1875,4.1875,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52087,0.57174,0.29247,0.27496,0.19646,0,0,2,0,0,8.375,0,0
BC13,NW,May,H,Festuca rubra,Festuca rubra,5,44.333333333333336,221.66666666666669,0,0,0,110.83333333333334,110.83333333333334,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,2,0,0,221.66666666666669,0,0
BC13,NW,May,H,Hypochaeris radicata,Hypochaeris radicata,5,7.666666666666667,38.333333333333336,0,0,38.333333333333336,0,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,38.333333333333336,0,0
BC13,NW,May,H,Luzula campestris,Luzula campestris,17,6.666666666666667,113.33333333333334,0,0,0,0,113.33333333333334,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,113.33333333333334,0,0
BC13,NW,May,H,Ornithopus perpusillus,Ornithopus perpusillus,3,7,21,0,0,0,10.5,10.5,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.43624,1.73268,0.72223,0.36167,0.39674,0,0,2,21,0,0,0,0
BC13,NW,May,H,Plantago lanceolata,Plantago lanceolata,4,8.666666666666666,34.666666666666664,0,0,0,34.666666666666664,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,1,0,0,34.666666666666664,0,0
BC13,NW,May,H,Poa pratensis,Poa pratensis,1,19,19,0,0,0,9.5,9.5,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,2,0,0,19,0,0
BC13,NW,May,H,Rumex acetosa,Rumex acetosa,4,8,32,0,0,0,0,0,0,32,regular,0,Warning,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51255,1.42792,1.00937,0.22916,0.30884,0,0,1,0,0,32,0,0
BC13,NW,May,H,Sedum acre,Sedum acre,25,4.833333333333334,120.83333333333334,0,0,120.83333333333334,0,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4561,1.29025,0.32666,0.30641,0.32553,0,0,1,0,0,120.83333333333334,0,0
BC13,NW,May,H,Trifolium arvense,Trifolium arvense,3,7.666666666666667,23,0,0,0,0,0,0,23,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.53746,1.32442,0.5926,0.30223,0.35081,0,0,1,23,0,0,0,0
BC13,NW,May,H,Trifolium campestre,Trifolium campestre,2,9.666666666666666,19.333333333333332,0,0,0,19.333333333333332,0,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.57992,1.07112,0.55737,0.29518,0.30954,0,0,1,19.333333333333332,0,0,0,0
BC13,NW,May,H,Trifolium dubium,Trifolium dubium,15,10.333333333333334,155,0,0,0,155,0,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,155,0,0,0,0
BC13,NW,May,H,Trifolium pratensis,Trifolium pratense,3,13.666666666666666,41,0,0,0,41,0,0,0,regular,0,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,1,0,0,41,0,0
BC13,NW,May,H,Trifolium repens,Trifolium repens,5,6.333333333333333,31.666666666666664,0,0,0,31.666666666666664,0,0,0,regular,0,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,1,0,0,31.666666666666664,0,0
BC13,NW,May,H,Veronica arvensis,Veronica arvensis,0.1,2.6666666666666665,0.26666666666666666,0,0,0,0.13333333333333333,0.13333333333333333,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,2,0.26666666666666666,0,0,0,0
BC13,NW,May,H,Vicia lathyroides,Vicia lathyroides,2,8.333333333333334,16.666666666666668,0,0,0,0,16.666666666666668,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,16.666666666666668,0,0,0,0
BC13,NW,May,H,Vicia sativa,Vicia sativa,2,20,40,0,0,0,0,40,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.65326,1.32492,0.60133,0.19748,0.49592,0,0,1,40,0,0,0,0
BC13,SE,May,H,Achillea millefolium,Achillea millefolium (aggr.),1,4.333333333333333,4.333333333333333,0,0,0,0,0,0,4.333333333333333,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,4.333333333333333,0,0
BC13,SE,May,H,Agrostis capillaris,Agrostis capillaris,15,9.666666666666666,145,0,0,0,145,0,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,145,0,0
BC13,SE,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.3,3,0.8999999999999999,0,0,0,0.44999999999999996,0.44999999999999996,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,2,0.8999999999999999,0,0,0,0
BC13,SE,May,H,Bellis perennis,Bellis perennis,3,5,15,0,0,0,0,0,0,15,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51276,1.51667,0.98959,0.46997,0.3594,0,0,1,0,0,15,0,0
BC13,SE,May,H,Cerastium semidecandrum,Cerastium semidecandrum,0.8,7.666666666666667,6.133333333333334,0,0,0,0,6.133333333333334,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,6.133333333333334,0,0,0,0
BC13,SE,May,H,Festuca ovina,Festuca ovina,1,16.75,16.75,0,0,0,8.375,8.375,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52087,0.57174,0.29247,0.27496,0.19646,0,0,2,0,0,16.75,0,0
BC13,SE,May,H,Festuca rubra,Festuca rubra,8,44.333333333333336,354.6666666666667,0,0,0,177.33333333333334,177.33333333333334,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,2,0,0,354.6666666666667,0,0
BC13,SE,May,H,Hypochaeris radicata,Hypochaeris radicata,3,7.666666666666667,23,0,0,23,0,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,23,0,0
BC13,SE,May,H,Lolium perenne,Lolium perenne,0.5,150.66666666666666,75.33333333333333,0,0,0,0,0,0,75.33333333333333,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.56333,1.72195,1.07172,0.43309,0.38415,0,0,1,0,0,75.33333333333333,0,0
BC13,SE,May,H,Luzula campestris,Luzula campestris,5,6.666666666666667,33.333333333333336,0,0,0,0,33.333333333333336,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,33.333333333333336,0,0
BC13,SE,May,H,Myosotis ramosissima,Myosotis ramosissima,0.5,11,5.5,0,0,0,0,0,0,5.5,regular,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.506,1.02121,0.34316,0.25824,0.34742,0,0,1,5.5,5.5,0,0,0
BC13,SE,May,H,Plantago lanceolata,Plantago lanceolata,2,8.666666666666666,17.333333333333332,0,0,0,17.333333333333332,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,1,0,0,17.333333333333332,0,0
BC13,SE,May,H,Poa pratensis,Poa pratensis,0.5,19,9.5,0,0,0,4.75,4.75,0,0,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,2,0,0,9.5,0,0
BC13,SE,May,H,Sedum acre,Sedum acre,2,4.833333333333334,9.666666666666668,0,0,9.666666666666668,0,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4561,1.29025,0.32666,0.30641,0.32553,0,0,1,0,0,9.666666666666668,0,0
BC13,SE,May,H,Trifolium campestre,Trifolium campestre,1,9.666666666666666,9.666666666666666,0,0,0,9.666666666666666,0,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.57992,1.07112,0.55737,0.29518,0.30954,0,0,1,9.666666666666666,0,0,0,0
BC13,SE,May,H,Trifolium dubium,Trifolium dubium,2,10.333333333333334,20.666666666666668,0,0,0,20.666666666666668,0,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,20.666666666666668,0,0,0,0
BC13,SE,May,H,Trifolium pratensis,Trifolium pratense,5,13.666666666666666,68.33333333333333,0,0,0,68.33333333333333,0,0,0,regular,0,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,1,0,0,68.33333333333333,0,0
BC13,SE,May,H,Trifolium repens,Trifolium repens,20,6.333333333333333,126.66666666666666,0,0,0,126.66666666666666,0,0,0,regular,0,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,1,0,0,126.66666666666666,0,0
BC13,SE,May,H,Veronica arvensis,Veronica arvensis,0.2,2.6666666666666665,0.5333333333333333,0,0,0,0.26666666666666666,0.26666666666666666,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,2,0.5333333333333333,0,0,0,0
BC13,SE,May,H,Vicia lathyroides,Vicia lathyroides,3,8.333333333333334,25,0,0,0,0,25,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,25,0,0,0,0
BC13,SE,May,H,Vicia sativa,Vicia sativa,3,20,60,0,0,0,0,60,0,0,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.65326,1.32492,0.60133,0.19748,0.49592,0,0,1,60,0,0,0,0
BC13,NW,July,H,Achillea millefolium,Achillea millefolium (aggr.),0.1,4.666666666666667,0.46666666666666673,0,0,0,0,0,0,0.46666666666666673,regular,1,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,0.46666666666666673,0,0
BC13,NW,July,H,Agrostis capillaris,Agrostis capillaris,4,7.333333333333333,29.333333333333332,0,0,0,14.666666666666666,14.666666666666666,0,0,regular,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,2,0,0,29.333333333333332,0,0
BC13,NW,July,H,Festuca ovina,Festuca ovina,0.1,11.666666666666666,1.1666666666666667,0,0,0,0,0,0,1.1666666666666667,regular,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52087,0.57174,0.29247,0.27496,0.19646,0,0,1,0,0,1.1666666666666667,0,0
BC13,NW,July,H,Festuca rubra,Festuca rubra,7,10.666666666666666,74.66666666666666,0,0,0,0,0,0,74.66666666666666,regular,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,74.66666666666666,0,0
BC13,NW,July,H,Hypochaeris radicata,Hypochaeris radicata,4,5,20,0,0,20,0,0,0,0,regular,1,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,20,0,0
BC13,NW,July,H,Luzula campestris,Luzula campestris,14,5.666666666666667,79.33333333333334,0,0,0,0,0,0,79.33333333333334,regular,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,79.33333333333334,0,0
