PlotNo,Subplot,Month,Layer,Taxon,EuroMed,cover,height,Biomass,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,Vegetative,MowFreq,n_mow_events_befre_sampling
BC12,NW,July,H,Agrostis capillaris,Agrostis capillaris,5,9,45,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Carex muricata,Carex muricata,0.1,12,1.2000000000000002,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,0.05,2.8333333333333335,0.1416666666666667,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Dactylis glomerata,Dactylis glomerata,10,18.333333333333332,183.33333333333331,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Daucus carota,Daucus carota,0.1,18,1.8,0,0,1,0,0,0,0,reduced,1
BC12,NW,July,H,Festuca rubra,Festuca rubra,30,9.666666666666666,290,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Hypericum perforatum,Hypericum perforatum,5,13,65,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),9,9.666666666666666,87,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Lolium perenne,Lolium perenne,2,7.666666666666667,15.333333333333334,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Plantago lanceolata,Plantago lanceolata,1,12.666666666666666,12.666666666666666,0,0,0,1,0,0,0,reduced,1
BC12,NW,July,H,Poa pratensis,Poa pratensis,2,10.333333333333334,20.666666666666668,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Taraxacum,Taraxacum,6,14,84,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Trifolium pratensis,Trifolium pratense,5,18,90,0,0,0,1,0,0,0,reduced,1
BC12,NW,July,H,Trifolium repens,Trifolium repens,6,8.333333333333334,50,0,0,0,1,0,0,0,reduced,1
BC12,NW,July,H,Vicia hirsuta,Vicia hirsuta,0.1,9,0.9,0,0,0,0,0,0,1,reduced,1
BC12,NW,July,H,Vicia sativa,Vicia sativa,0.5,8,4,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Achillea millefolium,Achillea millefolium (aggr.),1,8.666666666666666,8.666666666666666,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Agrostis capillaris,Agrostis capillaris,2,9,18,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,0.1,2.8333333333333335,0.2833333333333334,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Daucus carota,Daucus carota,0.5,18,9,0,0,1,0,0,0,0,reduced,1
BC12,SE,July,H,Elymus repens,Elytrigia repens,0.5,19.333333333333332,9.666666666666666,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Festuca rubra,Festuca rubra,20,9.666666666666666,193.33333333333331,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Geum urbanum,Geum urbanum,0.01,3,0.03,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Lolium perenne,Lolium perenne,0.5,7.666666666666667,3.8333333333333335,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Medicago lupulina,Medicago lupulina,2,7,14,0,0,0,1,0,0,0,reduced,1
BC12,SE,July,H,Plantago lanceolata,Plantago lanceolata,0.2,12.666666666666666,2.533333333333333,0,0,0,1,0,0,0,reduced,1
BC12,SE,July,H,Poa compressa,Poa compressa,0.1,14,1.4000000000000001,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Poa pratensis,Poa pratensis,0.5,10.333333333333334,5.166666666666667,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Taraxacum,Taraxacum,5,14,70,0,0,0,0,0,0,1,reduced,1
BC12,SE,July,H,Trifolium pratensis,Trifolium pratense,15,18,270,0,0,0,1,0,0,0,reduced,1
BC12,SE,July,H,Trifolium repens,Trifolium repens,3,8.333333333333334,25,0,0,0,1,0,0,0,reduced,1
BC12,SE,July,H,Vicia sativa,Vicia sativa,0.5,8,4,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Aegopodium podagraria,Aegopodium podagraria,5,7,35,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Agrostis capillaris,Agrostis capillaris,3,8.666666666666666,26,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Carex muricata,Carex muricata,0.5,4.666666666666667,2.3333333333333335,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Cerastium,Cerastium,0.01,1,0.01,1,0,0,0,0,0,0,reduced,1
BC12,NW,September,H,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,0.1,3.6666666666666665,0.3666666666666667,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Dactylis glomerata,Dactylis glomerata,15,12.666666666666666,190,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Daucus carota,Daucus carota,0.1,14,1.4000000000000001,0,0,0,1,0,0,0,reduced,1
BC12,NW,September,H,Erigeron annuus,Erigeron annuus,0.5,8,4,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Festuca rubra,Festuca rubra,30,11,330,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Hypericum perforatum,Hypericum perforatum,3,8.666666666666666,26,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),15,8.333333333333334,125.00000000000001,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Lolium perenne,Lolium perenne,2,12,24,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Plantago lanceolata,Plantago lanceolata,1,4.333333333333333,4.333333333333333,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Poa pratensis,Poa pratensis,1,11.833333333333332,11.833333333333332,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Taraxacum,Taraxacum,7,10.666666666666666,74.66666666666666,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Trifolium pratensis,Trifolium pratense,10,10,100,0,0,0,1,1,0,0,reduced,1
BC12,NW,September,H,Trifolium repens,Trifolium repens,5,10,50,0,0,0,1,1,0,0,reduced,1
BC12,NW,September,H,Veronica arvensis,Veronica arvensis,0.01,1,0.01,1,0,0,0,0,0,0,reduced,1
BC12,NW,September,H,Vicia hirsuta,Vicia hirsuta,2,9.166666666666668,18.333333333333336,0,0,0,0,0,0,1,reduced,1
BC12,NW,September,H,Vicia sativa,Vicia sativa,5,12.666666666666666,63.33333333333333,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Achillea millefolium,Achillea millefolium (aggr.),1,7.666666666666667,7.666666666666667,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Agrostis capillaris,Agrostis capillaris,1,8.666666666666666,8.666666666666666,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,0.01,3.6666666666666665,0.03666666666666667,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Daucus carota,Daucus carota,3,14,42,0,0,0,1,0,0,0,reduced,1
BC12,SE,September,H,Elymus repens,Elytrigia repens,2,12.666666666666666,25.333333333333332,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Festuca rubra,Festuca rubra,25,11,275,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Lolium perenne,Lolium perenne,0.5,12,6,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Medicago lupulina,Medicago lupulina,3,4,12,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Poa pratensis,Poa pratensis,2,11.833333333333332,23.666666666666664,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Taraxacum,Taraxacum,8,10.666666666666666,85.33333333333333,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Trifolium pratensis,Trifolium pratense,20,10,200,0,0,0,1,1,0,0,reduced,1
BC12,SE,September,H,Trifolium repens,Trifolium repens,8,10,80,0,0,0,1,1,0,0,reduced,1
BC12,SE,September,H,Vicia hirsuta,Vicia hirsuta,0.2,9.166666666666668,1.8333333333333337,0,0,0,0,0,0,1,reduced,1
BC12,SE,September,H,Vicia sativa,Vicia sativa,7,12.666666666666666,88.66666666666666,0,0,0,0,0,0,1,reduced,1
BC13,NW,March,H,Achillea millefolium,Achillea millefolium (aggr.),0.1,1,0.1,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Agrostis capillaris,Agrostis capillaris,1,3.6666666666666665,3.6666666666666665,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Berteroa incana,Berteroa incana,0.01,1,0.01,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.01,1,0.01,0,0,0,1,0,0,0,regular,0
BC13,NW,March,H,Daucus carota,Daucus carota,0.5,4,2,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Festuca ovina,Festuca ovina,1,4.5,4.5,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Festuca rubra,Festuca rubra,3,5,15,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Hypochaeris radicata,Hypochaeris radicata,2,1,2,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Luzula campestris,Luzula campestris,5,8,40,0,0,0,1,0,0,0,regular,0
BC13,NW,March,H,Ornithopus perpusillus,Ornithopus perpusillus,0.5,2,1,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Plantago lanceolata,Plantago lanceolata,0.5,2.0952380952380953,1.0476190476190477,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Poa pratensis,Poa pratensis,0.5,4,2,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Rumex acetosa,Rumex acetosa,1,1.5,1.5,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Sedum acre,Sedum acre,20,1.6666666666666667,33.333333333333336,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Trifolium dubium,Trifolium dubium,1,1,1,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Trifolium pratensis,Trifolium pratense,0.5,3.6666666666666665,1.8333333333333333,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Trifolium repens,Trifolium repens,1,3,3,0,0,0,0,0,0,1,regular,0
BC13,NW,March,H,Veronica arvensis,Veronica arvensis,0.01,1,0.01,1,0,0,0,0,0,0,regular,0
BC13,NW,March,H,Veronica sublobata,Veronica sublobata,0.01,1,0.01,0,0,0,1,0,0,0,regular,0
BC13,NW,March,H,Vicia lathyroides,Vicia lathyroides,7,4.333333333333333,30.333333333333332,0,0,0,1,0,0,0,regular,0
BC13,SE,March,H,Agrostis capillaris,Agrostis capillaris,1,3.6666666666666665,3.6666666666666665,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.1,1,0.1,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Bellis perennis,Bellis perennis,0.1,1.6666666666666667,0.16666666666666669,0,0,0,1,0,0,0,regular,0
BC13,SE,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,1,0.1,0,0,0,1,0,0,0,regular,0
BC13,SE,March,H,Festuca ovina,Festuca ovina,0.5,4.5,2.25,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Festuca rubra,Festuca rubra,2,5,10,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Hypochaeris radicata,Hypochaeris radicata,1,1,1,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Lolium perenne,Lolium perenne,0.1,6.333333333333334,0.6333333333333334,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Luzula campestris,Luzula campestris,5,8,40,0,0,0,1,0,0,0,regular,0
BC13,SE,March,H,Myosotis ramosissima,Myosotis ramosissima,0.01,1,0.01,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Sedum acre,Sedum acre,0.1,1.6666666666666667,0.16666666666666669,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Stellaria media,Stellaria media,0.5,2.6666666666666665,1.3333333333333333,0,0,0,1,0,0,0,regular,0
BC13,SE,March,H,Trifolium dubium,Trifolium dubium,1,1,1,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Trifolium pratensis,Trifolium pratense,2,3.6666666666666665,7.333333333333333,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Trifolium repens,Trifolium repens,17,3,51,0,0,0,0,0,0,1,regular,0
BC13,SE,March,H,Veronica arvensis,Veronica arvensis,0.01,1,0.01,1,0,0,0,0,0,0,regular,0
BC13,SE,March,H,Veronica sublobata,Veronica sublobata,0.01,1,0.01,0,0,0,1,0,0,0,regular,0
BC13,SE,March,H,Vicia lathyroides,Vicia lathyroides,2,4.333333333333333,8.666666666666666,0,0,0,1,0,0,0,regular,0
BC13,NW,May,H,Achillea millefolium,Achillea millefolium (aggr.),0.2,4.333333333333333,0.8666666666666667,0,0,0,0,0,0,1,regular,0
BC13,NW,May,H,Agrostis capillaris,Agrostis capillaris,3,9.666666666666666,29,0,0,0,1,0,0,0,regular,0
BC13,NW,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.1,3,0.30000000000000004,0,0,0,1,1,0,0,regular,0
BC13,NW,May,H,Berteroa incana,Berteroa incana,0.1,7.5,0.75,0,0,0,0,0,0,1,regular,0
BC13,NW,May,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,7.666666666666667,0.7666666666666667,0,0,0,0,1,0,0,regular,0
BC13,NW,May,H,Daucus carota,Daucus carota,0.5,16.333333333333332,8.166666666666666,0,0,0,0,0,0,1,regular,0
BC13,NW,May,H,Festuca ovina,Festuca ovina,0.5,16.75,8.375,0,0,0,1,1,0,0,regular,0
BC13,NW,May,H,Festuca rubra,Festuca rubra,5,44.333333333333336,221.66666666666669,0,0,0,1,1,0,0,regular,0
BC13,NW,May,H,Hypochaeris radicata,Hypochaeris radicata,5,7.666666666666667,38.333333333333336,0,0,1,0,0,0,0,regular,0
BC13,NW,May,H,Luzula campestris,Luzula campestris,17,6.666666666666667,113.33333333333334,0,0,0,0,1,0,0,regular,0
BC13,NW,May,H,Ornithopus perpusillus,Ornithopus perpusillus,3,7,21,0,0,0,1,1,0,0,regular,0
BC13,NW,May,H,Plantago lanceolata,Plantago lanceolata,4,8.666666666666666,34.666666666666664,0,0,0,1,0,0,0,regular,0
BC13,NW,May,H,Poa pratensis,Poa pratensis,1,19,19,0,0,0,1,1,0,0,regular,0
BC13,NW,May,H,Rumex acetosa,Rumex acetosa,4,8,32,0,0,0,0,0,0,1,regular,0
BC13,NW,May,H,Sedum acre,Sedum acre,25,4.833333333333334,120.83333333333334,0,0,1,0,0,0,0,regular,0
BC13,NW,May,H,Trifolium arvense,Trifolium arvense,3,7.666666666666667,23,0,0,0,0,0,0,1,regular,0
BC13,NW,May,H,Trifolium campestre,Trifolium campestre,2,9.666666666666666,19.333333333333332,0,0,0,1,0,0,0,regular,0
BC13,NW,May,H,Trifolium dubium,Trifolium dubium,15,10.333333333333334,155,0,0,0,1,0,0,0,regular,0
BC13,NW,May,H,Trifolium pratensis,Trifolium pratense,3,13.666666666666666,41,0,0,0,1,0,0,0,regular,0
BC13,NW,May,H,Trifolium repens,Trifolium repens,5,6.333333333333333,31.666666666666664,0,0,0,1,0,0,0,regular,0
BC13,NW,May,H,Veronica arvensis,Veronica arvensis,0.1,2.6666666666666665,0.26666666666666666,0,0,0,1,1,0,0,regular,0
BC13,NW,May,H,Vicia lathyroides,Vicia lathyroides,2,8.333333333333334,16.666666666666668,0,0,0,0,1,0,0,regular,0
BC13,NW,May,H,Vicia sativa,Vicia sativa,2,20,40,0,0,0,0,1,0,0,regular,0
BC13,SE,May,H,Achillea millefolium,Achillea millefolium (aggr.),1,4.333333333333333,4.333333333333333,0,0,0,0,0,0,1,regular,0
BC13,SE,May,H,Agrostis capillaris,Agrostis capillaris,15,9.666666666666666,145,0,0,0,1,0,0,0,regular,0
BC13,SE,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.3,3,0.8999999999999999,0,0,0,1,1,0,0,regular,0
BC13,SE,May,H,Bellis perennis,Bellis perennis,3,5,15,0,0,0,0,0,0,1,regular,0
BC13,SE,May,H,Cerastium semidecandrum,Cerastium semidecandrum,0.8,7.666666666666667,6.133333333333334,0,0,0,0,1,0,0,regular,0
BC13,SE,May,H,Festuca ovina,Festuca ovina,1,16.75,16.75,0,0,0,1,1,0,0,regular,0
BC13,SE,May,H,Festuca rubra,Festuca rubra,8,44.333333333333336,354.6666666666667,0,0,0,1,1,0,0,regular,0
BC13,SE,May,H,Hypochaeris radicata,Hypochaeris radicata,3,7.666666666666667,23,0,0,1,0,0,0,0,regular,0
BC13,SE,May,H,Lolium perenne,Lolium perenne,0.5,150.66666666666666,75.33333333333333,0,0,0,0,0,0,1,regular,0
BC13,SE,May,H,Luzula campestris,Luzula campestris,5,6.666666666666667,33.333333333333336,0,0,0,0,1,0,0,regular,0
BC13,SE,May,H,Myosotis ramosissima,Myosotis ramosissima,0.5,11,5.5,0,0,0,0,0,0,1,regular,0
BC13,SE,May,H,Plantago lanceolata,Plantago lanceolata,2,8.666666666666666,17.333333333333332,0,0,0,1,0,0,0,regular,0
BC13,SE,May,H,Poa pratensis,Poa pratensis,0.5,19,9.5,0,0,0,1,1,0,0,regular,0
BC13,SE,May,H,Sedum acre,Sedum acre,2,4.833333333333334,9.666666666666668,0,0,1,0,0,0,0,regular,0
BC13,SE,May,H,Trifolium campestre,Trifolium campestre,1,9.666666666666666,9.666666666666666,0,0,0,1,0,0,0,regular,0
BC13,SE,May,H,Trifolium dubium,Trifolium dubium,2,10.333333333333334,20.666666666666668,0,0,0,1,0,0,0,regular,0
BC13,SE,May,H,Trifolium pratensis,Trifolium pratense,5,13.666666666666666,68.33333333333333,0,0,0,1,0,0,0,regular,0
BC13,SE,May,H,Trifolium repens,Trifolium repens,20,6.333333333333333,126.66666666666666,0,0,0,1,0,0,0,regular,0
BC13,SE,May,H,Veronica arvensis,Veronica arvensis,0.2,2.6666666666666665,0.5333333333333333,0,0,0,1,1,0,0,regular,0
BC13,SE,May,H,Vicia lathyroides,Vicia lathyroides,3,8.333333333333334,25,0,0,0,0,1,0,0,regular,0
BC13,SE,May,H,Vicia sativa,Vicia sativa,3,20,60,0,0,0,0,1,0,0,regular,0
BC13,NW,July,H,Achillea millefolium,Achillea millefolium (aggr.),0.1,4.666666666666667,0.46666666666666673,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Agrostis capillaris,Agrostis capillaris,4,7.333333333333333,29.333333333333332,0,0,0,1,1,0,0,regular,1
BC13,NW,July,H,Festuca ovina,Festuca ovina,0.1,11.666666666666666,1.1666666666666667,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Festuca rubra,Festuca rubra,7,10.666666666666666,74.66666666666666,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Hypochaeris radicata,Hypochaeris radicata,4,5,20,0,0,1,0,0,0,0,regular,1
BC13,NW,July,H,Luzula campestris,Luzula campestris,14,5.666666666666667,79.33333333333334,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Ornithopus perpusillus,Ornithopus perpusillus,0.05,1.3333333333333333,0.06666666666666667,1,0,0,0,0,0,0,regular,1
BC13,NW,July,H,Plantago lanceolata,Plantago lanceolata,6,10.666666666666666,64,0,0,0,1,1,0,0,regular,1
BC13,NW,July,H,Poa pratensis,Poa pratensis,0.5,7.666666666666667,3.8333333333333335,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Rumex acetosa,Rumex acetosa,4,10.333333333333334,41.333333333333336,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Sedum acre,Sedum acre,35,3.6666666666666665,128.33333333333331,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Taraxacum,Taraxacum,0.1,1,0.1,1,0,0,0,0,0,0,regular,1
BC13,NW,July,H,Trifolium arvense,Trifolium arvense,0.001,8,0.008,0,0,0,1,0,0,0,regular,1
BC13,NW,July,H,Trifolium dubium,Trifolium dubium,1,1,1,1,0,0,0,0,0,0,regular,1
BC13,NW,July,H,Trifolium pratensis,Trifolium pratense,1,8.333333333333334,8.333333333333334,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Trifolium repens,Trifolium repens,0.1,7.333333333333333,0.7333333333333334,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Veronica arvensis,Veronica arvensis,0.1,1,0.1,1,0,0,0,0,0,0,regular,1
BC13,NW,July,H,Vicia lathyroides,Vicia lathyroides,0.8,5.333333333333333,4.266666666666667,0,0,0,0,0,0,1,regular,1
BC13,NW,July,H,Vicia sativa,Vicia sativa,0.3,9.666666666666666,2.9,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Achillea millefolium,Achillea millefolium (aggr.),0.5,4.666666666666667,2.3333333333333335,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Agrostis capillaris,Agrostis capillaris,15,7.333333333333333,110,0,0,0,1,1,0,0,regular,1
BC13,SE,July,H,Bellis perennis,Bellis perennis,3,2.3333333333333335,7,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Festuca ovina,Festuca ovina,1,11.666666666666666,11.666666666666666,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Festuca rubra,Festuca rubra,5,10.666666666666666,53.33333333333333,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Hypochaeris radicata,Hypochaeris radicata,3,5,15,0,0,1,0,0,0,0,regular,1
BC13,SE,July,H,Lolium perenne,Lolium perenne,1,8.333333333333334,8.333333333333334,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Luzula campestris,Luzula campestris,4,5.666666666666667,22.666666666666668,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Plantago lanceolata,Plantago lanceolata,1,10.666666666666666,10.666666666666666,0,0,0,1,1,0,0,regular,1
BC13,SE,July,H,Poa pratensis,Poa pratensis,2,7.666666666666667,15.333333333333334,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Rumex acetosa,Rumex acetosa,0.7,10.333333333333334,7.233333333333333,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Sedum acre,Sedum acre,0.5,3.6666666666666665,1.8333333333333333,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Trifolium dubium,Trifolium dubium,2,1,2,1,0,0,0,0,0,0,regular,1
BC13,SE,July,H,Trifolium pratensis,Trifolium pratense,1,8.333333333333334,8.333333333333334,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Trifolium repens,Trifolium repens,1,7.333333333333333,7.333333333333333,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Veronica arvensis,Veronica arvensis,0.1,1,0.1,1,0,0,0,0,0,0,regular,1
BC13,SE,July,H,Vicia lathyroides,Vicia lathyroides,0.6,5.333333333333333,3.1999999999999997,0,0,0,0,0,0,1,regular,1
BC13,SE,July,H,Vicia sativa,Vicia sativa,0.3,9.666666666666666,2.9,0,0,0,0,0,0,1,regular,1
BC13,NW,September,H,Achillea millefolium,Achillea millefolium (aggr.),1,4,4,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Agrostis capillaris,Agrostis capillaris,15,7.333333333333333,110,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.8,2,1.6,1,0,0,0,0,0,0,regular,3
BC13,NW,September,H,Cerastium semidecandrum,Cerastium semidecandrum,0.5,1,0.5,1,0,0,0,0,0,0,regular,3
BC13,NW,September,H,Festuca ovina,Festuca ovina,1,6.333333333333333,6.333333333333333,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Festuca rubra,Festuca rubra,5,6,30,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Hypochaeris radicata,Hypochaeris radicata,8,2.6666666666666665,21.333333333333332,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Luzula campestris,Luzula campestris,20,4.333333333333333,86.66666666666666,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Medicago lupulina,Medicago lupulina,0.1,1,0.1,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Ornithopus perpusillus,Ornithopus perpusillus,1,1.6666666666666667,1.6666666666666667,1,0,0,0,0,0,0,regular,3
BC13,NW,September,H,Plantago lanceolata,Plantago lanceolata,5,3.6666666666666665,18.333333333333332,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Poa pratensis,Poa pratensis,0.5,6,3,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Rumex acetosa,Rumex acetosa,2,3,6,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Sedum acre,Sedum acre,30,3.3333333333333335,100,0,0,0,0,1,0,0,regular,3
BC13,NW,September,H,Stellaria media,Stellaria media,0.1,1.25,0.125,1,0,0,0,0,0,0,regular,3
BC13,NW,September,H,Trifolium campestre,Trifolium campestre,2,2,4,1,0,0,0,0,0,0,regular,3
BC13,NW,September,H,Trifolium dubium,Trifolium dubium,3,1.6666666666666667,5,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Trifolium pratensis,Trifolium pratense,1,3.3333333333333335,3.3333333333333335,0,0,0,1,1,0,0,regular,3
BC13,NW,September,H,Trifolium repens,Trifolium repens,0.5,4,2,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Vicia lathyroides,Vicia lathyroides,3,6,18,0,0,0,0,0,0,1,regular,3
BC13,NW,September,H,Vicia sativa,Vicia sativa,0.5,6.333333333333333,3.1666666666666665,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Achillea millefolium,Achillea millefolium (aggr.),1,4,4,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Agrostis capillaris,Agrostis capillaris,15,7.333333333333333,110,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Arabidopsis thaliana,Arabidopsis thaliana,0.1,1,0.1,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.5,2,1,1,0,0,0,0,0,0,regular,3
BC13,SE,September,H,Bellis perennis,Bellis perennis,5,3.3333333333333335,16.666666666666668,0,0,0,1,0,0,0,regular,3
BC13,SE,September,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,1,0.1,1,0,0,0,0,0,0,regular,3
BC13,SE,September,H,Festuca ovina,Festuca ovina,1,6.333333333333333,6.333333333333333,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Festuca rubra,Festuca rubra,5,6,30,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Hypochaeris radicata,Hypochaeris radicata,6,2.6666666666666665,16,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Lolium perenne,Lolium perenne,0.1,5,0.5,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Luzula campestris,Luzula campestris,6,4.333333333333333,26,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Medicago lupulina,Medicago lupulina,0.1,1,0.1,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Plantago lanceolata,Plantago lanceolata,2,3.6666666666666665,7.333333333333333,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Poa pratensis,Poa pratensis,2,6,12,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Rumex acetosa,Rumex acetosa,0.5,3,1.5,0,0,0,0,0,0,1,regular,3
BC13,SE,September,H,Sedum acre,Sedum acre,1,3.3333333333333335,3.3333333333333335,0,0,0,0,1,0,0,regular,3
BC13,SE,September,H,Stellaria media,Stellaria media,0.5,1.25,0.625,1,0,0,0,0,0,0,regular,3
