PlotNo,MowFreq,MonthLabel,Subplot,Taxon,cover,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting
BC05,reduced_sown,May,NW,Salvia pratensis,0.5,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Sedum acre,1,0,0,1,0,0,0
BC05,reduced_sown,May,NW,Trifolium arvense,3,0,0,0,0,0,0
BC05,reduced_sown,May,NW,Trifolium campestre,1,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Trifolium dubium,20,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Trifolium incarnatum,8,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Trifolium pratensis,6,0,0,0,1,0,0
BC05,reduced_sown,May,NW,Veronica arvensis,0.2,0,0,0,0,1,0
BC05,reduced_sown,May,NW,Vicia hirsuta,3,0,0,0,1,1,0
BC05,reduced_sown,May,SE,Achillea millefolium,10,0,0,1,0,0,0
BC05,reduced_sown,May,SE,Agrostis capillaris,30,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Arenaria serpyllifolia,0.1,0,0,0,1,1,0
BC05,reduced_sown,May,SE,Bellis perennis,1,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Bromus mollis,0.1,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Carduus,5,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Centaurea cyanus,0.5,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Centaurea jacea,2,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Centaurea stoebe,6,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Cerastium glomeratum,0.2,0,0,0,0,1,0
BC05,reduced_sown,May,SE,Daucus carota,6,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Echium vulgare,4,0,0,1,0,0,0
BC05,reduced_sown,May,SE,Festuca ovina,0.1,0,0,0,1,1,0
BC05,reduced_sown,May,SE,Festuca rubra,10,0,0,0,1,1,0
BC05,reduced_sown,May,SE,Geranium molle,0.5,0,0,0,0,1,0
BC05,reduced_sown,May,SE,Holcus,0.1,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Hypericum perforatum,2,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Hypochaeris radicata,2,0,0,1,0,0,0
BC05,reduced_sown,May,SE,Leucanthemum vulgare,9,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Luzula campestris,1,0,0,0,0,1,0
BC05,reduced_sown,May,SE,Plantago lanceolata,6,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Poa pratensis,0.5,0,0,0,1,1,0
BC05,reduced_sown,May,SE,Potentilla argentea,2,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Prunus seedling,0.01,1,0,0,0,0,0
BC05,reduced_sown,May,SE,Rumex acetosa,1,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Rumex acetosella,7,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Salvia pratensis,0.5,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Sedum acre,0.2,0,0,1,0,0,0
BC05,reduced_sown,May,SE,Trifolium arvense,3,0,0,0,0,0,0
BC05,reduced_sown,May,SE,Trifolium campestre,2,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Trifolium dubium,7,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Trifolium incarnatum,20,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Trifolium pratensis,10,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Trifolium repens,2,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Veronica arvensis,0.1,0,0,0,0,1,0
BC05,reduced_sown,May,SE,Veronica chamaedrys,0.1,0,0,0,1,0,0
BC05,reduced_sown,May,SE,Vicia hirsuta,1,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Achillea millefolium,10,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Agrostis capillaris,35,0,0,0,0,1,0
BC05,reduced_sown,September,NW,Arenaria serpyllifolia,0.001,1,0,0,0,0,0
BC05,reduced_sown,September,NW,Centaurea jacea,5,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Centaurea stoebe,3,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Echium vulgare,0.2,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Festuca rubra,10,0,0,0,0,1,0
BC05,reduced_sown,September,NW,Geranium molle,0.5,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Hypericum perforatum,1,0,0,0,0,1,0
BC05,reduced_sown,September,NW,Hypochaeris radicata,0.1,0,0,0,1,0,0
BC05,reduced_sown,September,NW,Jacobaea vulgaris (Senecio jacobaea),2,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Leucanthemum vulgare,5,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Malva,0.1,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Phleum phleoides,1,0,0,0,0,1,0
BC05,reduced_sown,September,NW,Plantago lanceolata,5,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Poa pratensis,0.5,0,0,0,0,1,0
BC05,reduced_sown,September,NW,Potentilla argentea,2,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Rumex acetosa,2,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Rumex acetosella,1,0,0,0,0,1,0
BC05,reduced_sown,September,NW,Salvia pratensis,0.5,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Sedum acre,3,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Trifolium arvense,0.1,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Trifolium dubium,0.1,1,0,0,0,0,0
BC05,reduced_sown,September,NW,Trifolium incarnatum,3,0,0,0,0,0,0
BC05,reduced_sown,September,NW,Trifolium pratensis,7,0,0,0,1,1,0
BC05,reduced_sown,September,NW,Veronica arvensis,0.001,1,0,0,0,0,0
BC05,reduced_sown,September,NW,Vicia hirsuta,0.5,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Achillea millefolium,12,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Agrostis capillaris,35,0,0,0,0,1,0
BC05,reduced_sown,September,SE,Carduus,3,0,0,0,0,1,0
BC05,reduced_sown,September,SE,Centaurea jacea,4,0,0,0,1,1,0
BC05,reduced_sown,September,SE,Centaurea stoebe,6,0,0,0,1,1,0
BC05,reduced_sown,September,SE,Echium vulgare,1,0,0,0,1,1,0
BC05,reduced_sown,September,SE,Festuca ovina,1,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Festuca rubra,8,0,0,0,0,1,0
BC05,reduced_sown,September,SE,Geranium molle,0.1,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Hypericum perforatum,7,0,0,0,0,1,0
BC05,reduced_sown,September,SE,Hypochaeris radicata,2,0,0,0,1,0,0
BC05,reduced_sown,September,SE,Leucanthemum vulgare,7,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Luzula campestris,0.1,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Plantago lanceolata,9,0,0,0,1,1,0
BC05,reduced_sown,September,SE,Poa pratensis,1,0,0,0,0,1,0
BC05,reduced_sown,September,SE,Potentilla argentea,0.2,0,0,0,1,1,0
BC05,reduced_sown,September,SE,Rumex acetosa,2,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Rumex acetosella,3,0,0,0,0,1,0
BC05,reduced_sown,September,SE,Salvia pratensis,3,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Sedum acre,0.2,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Trifolium arvense,2,0,0,0,1,1,0
BC05,reduced_sown,September,SE,Trifolium dubium,0.1,1,0,0,0,0,0
BC05,reduced_sown,September,SE,Trifolium incarnatum,5,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Trifolium pratensis,3,0,0,0,1,1,0
BC05,reduced_sown,September,SE,Trifolium repens,1,0,0,0,0,0,0
BC05,reduced_sown,September,SE,Vicia hirsuta,1,0,0,0,0,0,0
BC06,regular,July,NW,Achillea millefolium,5,0,0,0,1,0,0
BC06,regular,July,NW,Agrostis capillaris,6,0,0,0,0,0,0
BC06,regular,July,NW,Arenaria serpyllifolia,0.1,1,0,0,0,0,0
BC06,regular,July,NW,Astragalus,2,0,0,0,0,0,0
BC06,regular,July,NW,Bellis perennis,0.1,0,0,1,0,0,0
BC06,regular,July,NW,Convolvulus arvensis,3,0,0,0,1,0,0
BC06,regular,July,NW,Crepis capillaris,0.01,0,0,1,0,0,0
BC06,regular,July,NW,Dactylis glomerata,15,0,0,0,0,0,0
BC06,regular,July,NW,Elymus repens,3,0,0,0,0,0,0
BC06,regular,July,NW,Festuca rubra,25,0,0,0,0,0,0
BC06,regular,July,NW,Geranium molle,1,1,0,0,0,0,0
BC06,regular,July,NW,Lolium perenne,2,0,0,0,0,0,0
BC06,regular,July,NW,Medicago lupulina,1,0,0,0,1,1,0
BC06,regular,July,NW,Plantago lanceolata,2,0,0,0,1,1,0
BC06,regular,July,NW,Plantago media,30,0,0,0,1,1,0
BC06,regular,July,NW,Poa pratensis,1,0,0,0,0,0,0
BC06,regular,July,NW,Potentilla reptans,1,0,0,0,0,0,0
BC06,regular,July,NW,Taraxacum,1,0,0,0,0,0,0
BC06,regular,July,NW,Trifolium pratensis,0.5,0,0,0,0,0,0
BC06,regular,July,NW,Trifolium repens,0.5,0,0,0,0,0,0
BC06,regular,July,NW,Veronica arvensis,0.1,1,0,0,0,0,0
BC06,regular,July,SE,Agrostis capillaris,5,0,0,0,0,0,0
BC06,regular,July,SE,Arenaria serpyllifolia,0.5,1,0,0,0,0,0
BC06,regular,July,SE,Convolvulus arvensis,3,0,0,0,1,0,0
BC06,regular,July,SE,Dactylis glomerata,4,0,0,0,0,0,0
BC06,regular,July,SE,Festuca ovina,5,0,0,0,0,0,0
BC06,regular,July,SE,Festuca rubra,30,0,0,0,0,0,0
BC06,regular,July,SE,Geranium molle,2,1,0,0,0,0,0
BC06,regular,July,SE,Hypochaeris radicata,2,0,0,0,0,0,0
BC06,regular,July,SE,Lolium perenne,6,0,0,0,0,0,0
BC06,regular,July,SE,Plantago lanceolata,20,0,0,0,1,1,0
BC06,regular,July,SE,Plantago media,2,0,0,0,1,1,0
BC06,regular,July,SE,Poa pratensis,1,0,0,0,0,0,0
BC06,regular,July,SE,Potentilla reptans,15,0,0,0,0,0,0
BC06,regular,July,SE,Trifolium dubium,0.1,0,0,0,1,0,0
BC06,regular,July,SE,Trifolium pratensis,0.1,0,0,0,0,0,0
BC06,regular,July,SE,Trifolium repens,0.5,0,0,0,0,0,0
BC06,regular,March,NW,Achillea millefolium,0.1,0,0,0,0,0,0
BC06,regular,March,NW,Agrostis capillaris,1,0,0,0,0,0,0
BC06,regular,March,NW,Arenaria serpyllifolia,0.01,0,0,0,0,0,0
BC06,regular,March,NW,Asteracea,0.5,0,0,0,0,0,0
BC06,regular,March,NW,Bellis perennis,0.5,0,0,1,0,0,0
BC06,regular,March,NW,Cerastium glutinosum,0.01,0,0,0,0,0,0
BC06,regular,March,NW,Cerastium holosteoides,1,0,0,0,0,0,0
BC06,regular,March,NW,Crepis capillaris,0.01,0,0,0,0,0,0
BC06,regular,March,NW,Dactylis glomerata,5,0,0,0,0,0,0
BC06,regular,March,NW,Elymus repens,5,0,0,0,0,0,0
BC06,regular,March,NW,Festuca rubra,15,0,0,0,0,0,0
BC06,regular,March,NW,Geranium molle,3,0,0,0,0,0,0
BC06,regular,March,NW,Plantago lanceolata,2,0,0,0,0,0,0
BC06,regular,March,NW,Plantago media,10,0,0,0,0,0,0
BC06,regular,March,NW,Poa bulbosa,0.5,0,0,0,0,0,0
BC06,regular,March,NW,Poa pratensis,2,0,0,0,0,0,0
BC06,regular,March,NW,Potentilla reptans,0.5,0,0,0,0,0,0
BC06,regular,March,NW,Scabiosa,0.5,0,0,0,0,0,0
BC06,regular,March,NW,Taraxacum,0.5,0,0,0,0,0,0
BC06,regular,March,NW,Trifolium pratensis,3,0,0,0,0,0,0
BC06,regular,March,NW,Trifolium repens,3,0,0,0,0,0,0
BC06,regular,March,NW,Veronica arvensis,0.01,0,0,0,0,0,0
BC06,regular,March,NW,Vicia sativa,0.1,0,0,0,0,0,0
BC06,regular,March,SE,Agrostis capillaris,1,0,0,0,0,0,0
BC06,regular,March,SE,Cardamine hirsuta,0.1,0,0,0,1,0,0
BC06,regular,March,SE,Cerastium glutinosum,0.5,0,0,0,0,0,0
BC06,regular,March,SE,Dactylis glomerata,1,0,0,0,0,0,0
BC06,regular,March,SE,Elymus repens,1,0,0,0,0,0,0
BC06,regular,March,SE,Festuca ovina,5,0,0,0,0,0,0
BC06,regular,March,SE,Festuca rubra,5,0,0,0,0,0,0
BC06,regular,March,SE,Geranium molle,7,0,0,0,0,0,0
BC06,regular,March,SE,Hypochaeris radicata,0.2,0,0,0,0,0,0
BC06,regular,March,SE,Medicago lupulina,1,0,0,0,0,0,0
BC06,regular,March,SE,Plantago lanceolata,25,0,0,0,0,0,0
BC06,regular,March,SE,Poa pratensis,2,0,0,0,0,0,0
BC06,regular,March,SE,Potentilla reptans,2,0,0,0,0,0,0
BC06,regular,March,SE,Trifolium dubium,0.2,0,0,0,0,0,0
BC06,regular,March,SE,Trifolium pratensis,0.1,0,0,0,0,0,0
BC06,regular,March,SE,Trifolium repens,1,0,0,0,0,0,0
BC06,regular,March,SE,Veronica arvensis,0.1,0,0,0,0,0,0
BC06,regular,March,SE,Vicia sativa,0.3,0,0,0,0,0,0
BC06,regular,May,NW,Achillea millefolium,0.5,0,0,0,0,0,0
BC06,regular,May,NW,Agrostis capillaris,1,0,0,0,1,0,0
BC06,regular,May,NW,Arenaria serpyllifolia,0.1,0,0,0,0,1,0
BC06,regular,May,NW,Arrhenatherum elatius,2,0,0,0,1,0,0
BC06,regular,May,NW,Astragalus,5,0,0,0,0,0,0
BC06,regular,May,NW,Bellis perennis,0.1,0,0,0,0,1,0
BC06,regular,May,NW,Cerastium glutinosum,0.1,0,0,0,0,1,0
BC06,regular,May,NW,Cerastium holosteoides,0.5,0,0,0,1,0,0
BC06,regular,May,NW,Convolvulus arvensis,0.1,0,0,0,0,0,0
BC06,regular,May,NW,Dactylis glomerata,3,0,0,0,0,1,0
BC06,regular,May,NW,Elymus repens,5,0,0,0,0,0,0
BC06,regular,May,NW,Festuca rubra,20,0,0,0,0,1,0
BC06,regular,May,NW,Geranium molle,3,0,0,0,1,1,0
BC06,regular,May,NW,Lolium perenne,3,0,0,0,1,0,0
BC06,regular,May,NW,Medicago lupulina,1,0,0,0,1,0,0
BC06,regular,May,NW,Plantago lanceolata,1,0,0,0,1,0,0
BC06,regular,May,NW,Plantago media,25,0,0,0,1,0,0
BC06,regular,May,NW,Poa pratensis,1,0,0,0,0,1,0
BC06,regular,May,NW,Potentilla reptans,3,0,0,0,0,0,0
BC06,regular,May,NW,Taraxacum,3,0,0,0,0,0,0
BC06,regular,May,NW,Trifolium pratensis,2,0,0,0,1,0,0
BC06,regular,May,NW,Trifolium repens,0.1,0,0,0,1,0,0
BC06,regular,May,NW,Veronica arvensis,0.1,0,0,0,0,1,0
BC06,regular,May,NW,Vicia sativa,5,0,0,0,0,1,0
BC06,regular,May,SE,Agrostis capillaris,2,0,0,0,1,0,0
BC06,regular,May,SE,Arenaria serpyllifolia,0.01,0,0,0,0,1,0
BC06,regular,May,SE,Astragalus,0.5,0,0,0,0,0,0
BC06,regular,May,SE,Cerastium glutinosum,1,0,0,0,0,1,0
BC06,regular,May,SE,Convolvulus arvensis,0.8,0,0,0,0,0,0
BC06,regular,May,SE,Dactylis glomerata,3,0,0,0,0,1,0
BC06,regular,May,SE,Elymus repens,2,0,0,0,0,0,0
BC06,regular,May,SE,Festuca ovina,15,0,0,0,0,0,0
BC06,regular,May,SE,Festuca rubra,5,0,0,0,0,1,0
BC06,regular,May,SE,Geranium molle,1,0,0,0,1,1,0
BC06,regular,May,SE,Hypochaeris radicata,1,0,0,0,0,0,0
BC06,regular,May,SE,Lolium perenne,0.5,0,0,0,1,0,0
BC06,regular,May,SE,Medicago lupulina,1,0,0,0,1,0,0
BC06,regular,May,SE,Plantago lanceolata,20,0,0,0,1,0,0
BC06,regular,May,SE,Poa pratensis,10,0,0,0,0,1,0
BC06,regular,May,SE,Potentilla reptans,3,0,0,0,0,0,0
BC06,regular,May,SE,Trifolium dubium,2,0,0,0,0,1,0
BC06,regular,May,SE,Trifolium pratensis,1,0,0,0,1,0,0
BC06,regular,May,SE,Trifolium repens,0.5,0,0,0,1,0,0
BC06,regular,May,SE,Veronica arvensis,0.1,0,0,0,0,1,0
BC06,regular,May,SE,Vicia sativa,1,0,0,0,0,1,0
BC06,regular,September,NW,Achillea millefolium,4,0,0,0,0,0,0
BC06,regular,September,NW,Agrostis capillaris,10,0,0,0,0,0,0
BC06,regular,September,NW,Arenaria serpyllifolia,0.2,0,0,0,0,0,0
BC06,regular,September,NW,Arrhenatherum elatius,3,0,0,0,0,0,0
BC06,regular,September,NW,Astragalus,3,0,0,0,0,0,0
BC06,regular,September,NW,Bellis perennis,2,0,0,0,1,0,0
BC06,regular,September,NW,Cerastium glutinosum,0.01,1,0,0,0,0,0
BC06,regular,September,NW,Convolvulus arvensis,2,0,0,0,0,0,0
BC06,regular,September,NW,Crepis capillaris,1,0,0,0,1,0,0
BC06,regular,September,NW,Dactylis glomerata,10,0,0,0,0,0,0
BC06,regular,September,NW,Echium vulgare,1,0,0,0,0,0,0
BC06,regular,September,NW,Elymus repens,0.1,0,0,0,0,0,0
BC06,regular,September,NW,Festuca pratensis,2,0,0,0,0,0,0
BC06,regular,September,NW,Festuca rubra,17,0,0,0,0,0,0
BC06,regular,September,NW,Geranium molle,2,0,0,0,1,1,0
BC06,regular,September,NW,Lolium perenne,5,0,0,0,0,0,0
BC06,regular,September,NW,Medicago lupulina,2,0,0,0,1,0,0
BC06,regular,September,NW,Plantago lanceolata,3,0,0,0,1,1,0
BC06,regular,September,NW,Plantago media,30,0,0,0,1,1,0
BC06,regular,September,NW,Poa pratensis,0.5,0,0,0,0,0,0
BC06,regular,September,NW,Potentilla reptans,4,0,0,0,0,0,0
BC06,regular,September,NW,Taraxacum,1,0,0,0,0,0,0
BC06,regular,September,NW,Trifolium pratensis,1,0,0,0,1,1,0
BC06,regular,September,NW,Trifolium repens,6,0,0,0,1,1,0
BC06,regular,September,NW,Veronica arvensis,0.5,1,0,0,0,0,0
BC06,regular,September,NW,Vicia sativa,1,0,0,0,0,0,0
BC06,regular,September,SE,Agrostis capillaris,5,0,0,0,0,0,0
BC06,regular,September,SE,Arenaria serpyllifolia,3,0,0,0,0,0,0
BC06,regular,September,SE,Cerastium glutinosum,0.01,1,0,0,0,0,0
BC06,regular,September,SE,Convolvulus arvensis,0.5,0,0,0,0,0,0
BC06,regular,September,SE,Dactylis glomerata,3,0,0,0,0,0,0
BC06,regular,September,SE,Echium vulgare,4,0,0,0,0,0,0
BC06,regular,September,SE,Festuca ovina,10,0,0,0,0,0,0
BC06,regular,September,SE,Festuca pratensis,0.5,0,0,0,0,0,0
BC06,regular,September,SE,Festuca rubra,40,0,0,0,0,0,0
BC06,regular,September,SE,Geranium molle,4,0,0,0,1,1,0
BC06,regular,September,SE,Hypochaeris radicata,2,0,0,0,0,0,0
BC06,regular,September,SE,Lolium perenne,10,0,0,0,0,0,0
BC06,regular,September,SE,Medicago lupulina,0.5,0,0,0,1,0,0
BC06,regular,September,SE,Plantago lanceolata,25,0,0,0,1,1,0
BC06,regular,September,SE,Plantago media,3,0,0,0,1,1,0
BC06,regular,September,SE,Poa pratensis,1,0,0,0,0,0,0
BC06,regular,September,SE,Potentilla reptans,15,0,0,0,0,0,0
BC06,regular,September,SE,Stellaria media,0.001,1,0,0,0,0,0
BC06,regular,September,SE,Trifolium dubium,0.5,0,0,0,0,0,0
BC06,regular,September,SE,Trifolium pratensis,1,0,0,0,1,1,0
BC06,regular,September,SE,Trifolium repens,1,0,0,0,1,1,0
BC06,regular,September,SE,Veronica arvensis,0.01,1,0,0,0,0,0
BC06,regular,September,SE,Vicia sativa,1,0,0,0,0,0,0
BC07,reduced,July,N,Arenaria serpyllifolia,0.1,0,0,0,1,1,0
BC07,reduced,July,N,Artemisia campestris,6,0,0,0,1,1,0
BC07,reduced,July,N,Berteroa incana,30,0,0,0,1,1,0
BC07,reduced,July,N,Bromus mollis,0.5,1,0,0,0,0,0
BC07,reduced,July,N,Digitaria,0.01,1,0,0,0,0,0
BC07,reduced,July,N,Echium vulgare,6,0,0,0,1,1,0
BC07,reduced,July,N,Erodium cicutarium,0.1,0,0,0,1,1,0
BC07,reduced,July,N,Festuca rubra,15,0,0,0,1,1,0
BC07,reduced,July,N,Medicago minima,0.3,0,0,0,1,1,0
BC07,reduced,July,N,Medicago sativa,2,0,0,0,1,1,0
BC07,reduced,July,N,Plantago lanceolata,10,0,0,0,1,1,0
BC07,reduced,July,N,Potentilla argentea,0.5,0,0,0,1,1,0
BC07,reduced,July,N,Sedum acre,3,0,0,0,0,0,0
BC07,reduced,July,N,Setaria,0.1,0,0,0,0,0,0
BC07,reduced,July,N,Trifolium arvense,45,0,0,0,1,1,0
BC07,reduced,July,N,Vicia lathyroides,0.1,1,0,0,0,0,0
BC07,reduced,July,S,Achillea millefolium,0.2,0,0,0,0,0,0
BC07,reduced,July,S,Arenaria serpyllifolia,0.2,0,0,0,1,1,0
BC07,reduced,July,S,Artemisia campestris,12,0,0,0,1,1,0
BC07,reduced,July,S,Conyza canadensis,5,0,0,0,1,1,0
BC07,reduced,July,S,Crepis capillaris,0.1,0,0,0,1,1,0
BC07,reduced,July,S,Digitaria,0.01,1,0,0,0,0,0
BC07,reduced,July,S,Echium vulgare,2,0,0,0,1,1,0
BC07,reduced,July,S,Festuca rubra,10,0,0,0,1,1,0
BC07,reduced,July,S,Herniaria glabra,5,0,0,0,1,1,0
BC07,reduced,July,S,Lamium purpureum,0.01,1,0,0,0,0,0
BC07,reduced,July,S,Oenothera,6,0,0,0,1,0,0
BC07,reduced,July,S,Plantago lanceolata,4,0,0,0,1,1,0
BC07,reduced,July,S,Potentilla argentea,7,0,0,0,1,1,0
BC07,reduced,July,S,Rumex acetosa,2,0,0,0,1,1,0
BC07,reduced,July,S,Sedum album,15,0,0,0,1,0,0
BC07,reduced,July,S,Setaria,0.01,0,0,0,0,0,0
BC07,reduced,July,S,Taraxacum,2,0,0,0,1,0,0
BC07,reduced,July,S,Trifolium arvense,50,0,0,0,1,1,0
BC07,reduced,July,S,Trifolium dubium,1,0,0,0,0,0,0
BC07,reduced,July,S,Vicia lathyroides,0.01,1,0,0,0,0,0
BC07,reduced,July,S,Vicia sativa,0.01,0,0,0,0,0,0
BC07,reduced,March,N,Arenaria serpyllifolia,4,0,0,0,0,0,0
BC07,reduced,March,N,Artemisia campestris,0.1,0,0,0,0,0,0
BC07,reduced,March,N,Berteroa incana,7,0,0,0,0,0,0
BC07,reduced,March,N,Bromus mollis,0.5,0,0,0,0,0,0
BC07,reduced,March,N,Cardamine hirsuta,0.01,0,0,0,0,0,0
BC07,reduced,March,N,Cerastium semidecandrum,12,0,0,1,0,0,0
BC07,reduced,March,N,Draba verna,3,0,0,0,1,0,0
BC07,reduced,March,N,Echium vulgare,2,0,0,0,0,0,0
BC07,reduced,March,N,Erodium cicutarium,0.5,0,0,0,0,0,0
BC07,reduced,March,N,Festuca rubra,10,0,0,0,0,0,0
BC07,reduced,March,N,Holosteum umbellatum,0.1,0,0,0,1,0,0
BC07,reduced,March,N,Lamium purpureum,1,0,0,0,1,0,0
BC07,reduced,March,N,Medicago,10,0,0,0,0,0,0
BC07,reduced,March,N,Myosotis,0.1,0,0,0,0,0,0
BC07,reduced,March,N,Myosotis ramosissima,0.01,0,0,0,1,0,0
BC07,reduced,March,N,Oenothera,1,0,0,0,0,0,0
BC07,reduced,March,N,Plantago lanceolata,0.5,0,0,0,0,0,0
BC07,reduced,March,N,Poa bulbosa,0.1,0,0,0,0,0,0
BC07,reduced,March,N,Potentilla argentea,0.1,0,0,0,0,0,0
BC07,reduced,March,N,Saxifraga tridactylites,8,0,0,1,0,0,0
BC07,reduced,March,N,Sedum acre,5,0,0,0,0,0,0
BC07,reduced,March,N,Senecio vulgaris,0.1,0,0,0,0,0,0
BC07,reduced,March,N,Stellaria media,3,0,0,0,0,0,0
BC07,reduced,March,N,Trifolium dubium,0.5,0,0,0,0,0,0
BC07,reduced,March,N,Veronica arvensis,0.5,1,0,0,0,0,0
BC07,reduced,March,N,Veronica polita,1,0,0,0,1,0,0
BC07,reduced,March,N,Vicia lathyroides,0.5,0,0,0,0,0,0
BC07,reduced,March,S,Achillea millefolium,0.1,0,0,0,0,0,0
BC07,reduced,March,S,Arenaria serpyllifolia,5,0,0,0,0,0,0
BC07,reduced,March,S,Artemisia campestris,0.5,0,0,0,0,0,0
BC07,reduced,March,S,Cardamine hirsuta,0.01,0,0,0,0,0,0
BC07,reduced,March,S,Cerastium semidecandrum,5,0,0,1,0,0,0
BC07,reduced,March,S,Crepis capillaris,0.01,0,0,0,0,0,0
BC07,reduced,March,S,Draba verna,0.1,0,0,0,1,0,0
BC07,reduced,March,S,Echium vulgare,0.3,0,0,0,0,0,0
BC07,reduced,March,S,Erigeron annuus,0.1,0,0,0,0,0,0
BC07,reduced,March,S,Festuca rubra,15,0,0,0,0,0,0
BC07,reduced,March,S,Geranium molle,0.1,0,0,0,0,0,0
BC07,reduced,March,S,Hypochaeris radicata,0.1,0,0,0,0,0,0
BC07,reduced,March,S,Medicago,15,0,0,0,0,0,0
BC07,reduced,March,S,Myosotis ramosissima,0.01,0,0,0,1,0,0
BC07,reduced,March,S,Oenothera,4,0,0,0,0,0,0
BC07,reduced,March,S,Plantago lanceolata,0.5,0,0,0,0,0,0
BC07,reduced,March,S,Potentilla argentea,7,0,0,0,0,0,0
BC07,reduced,March,S,Rumex acetosa,1,0,0,0,0,0,0
BC07,reduced,March,S,Saxifraga tridactylites,0.01,0,0,1,0,0,0
BC07,reduced,March,S,Sedum album,5,0,0,0,0,0,0
BC07,reduced,March,S,Taraxacum,0.2,0,0,0,0,0,0
BC07,reduced,March,S,Tragopogon,0.1,0,0,0,0,0,0
BC07,reduced,March,S,Trifolium dubium,0.03,0,0,0,0,0,0
BC07,reduced,March,S,Veronica arvensis,0.05,1,0,0,0,0,0
BC07,reduced,March,S,Vicia lathyroides,0.7,0,0,0,0,0,0
BC07,reduced,May,N,Arenaria serpyllifolia,5,0,0,0,0,1,0
BC07,reduced,May,N,Artemisia campestris,1,0,0,0,0,0,0
BC07,reduced,May,N,Berteroa incana,15,0,0,0,0,0,0
BC07,reduced,May,N,Bromus mollis,1,0,0,0,0,1,0
BC07,reduced,May,N,Cerastium semidecandrum,3,0,0,0,0,1,0
BC07,reduced,May,N,Echium vulgare,3,0,0,0,0,0,0
BC07,reduced,May,N,Erodium cicutarium,0.5,0,0,0,0,1,0
BC07,reduced,May,N,Festuca rubra,15,0,0,0,1,1,0
BC07,reduced,May,N,Myosotis ramosissima,0.1,0,0,0,0,1,0
BC07,reduced,May,N,Oenothera,0.5,0,0,0,0,0,0
BC07,reduced,May,N,Plantago lanceolata,3,0,0,0,0,0,0
BC07,reduced,May,N,Potentilla argentea,1,0,0,1,0,0,0
BC07,reduced,May,N,Sedum acre,15,0,0,1,0,0,0
BC07,reduced,May,N,Trifolium arvense,15,0,0,0,0,0,0
BC07,reduced,May,N,Veronica arvensis,1,0,0,0,0,1,0
BC07,reduced,May,N,Vicia lathyroides,2,0,0,0,0,1,0
BC07,reduced,May,S,Arenaria serpyllifolia,5,0,0,0,0,1,0
BC07,reduced,May,S,Artemisia campestris,0.5,0,0,0,0,0,0
BC07,reduced,May,S,Cerastium semidecandrum,10,0,0,0,0,1,0
